step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,3,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,,stage4_8,cost_asr
2,1,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,6.649,stage4_7,cost_asr
3,0,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
4,0,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
5,3,F,False,0.0,0.2598,0.2471,0.2459,0.2471,-0.1,0.09,6.195,stage4_7,cost_asr
6,3,A,True,1.0,0.2686,0.2442,0.243,0.2442,0.91,0.181,8.706,stage4_7,cost_asr
7,2,A,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
8,0,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_asr
9,3,A,True,1.0,0.2765,0.2416,0.2404,0.2416,0.819,0.2629,,stage4_8,cost_asr
10,0,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,,stage4_8,cost_asr
11,1,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_asr
12,1,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
13,0,E,False,0.0,0.2598,0.2471,0.2471,0.2459,-0.1,0.09,,stage4_7,cost_asr
14,0,D,False,0.0,0.2601,0.2463,0.2474,0.2462,-0.09,0.081,,stage4_8,cost_asr
15,1,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
16,0,A,False,0.0,0.2594,0.2466,0.2477,0.2464,-0.081,0.0729,5.045,stage4_7,cost_asr
17,1,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
18,2,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_asr
19,1,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,6.649,stage4_7,cost_asr
20,3,F,True,1.0,0.2737,0.2395,0.2473,0.2395,0.7371,0.3366,,stage4_8,cost_asr
21,3,F,True,1.0,0.2713,0.2376,0.2535,0.2376,0.6634,0.4029,10.282,stage4_7,cost_asr
22,1,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,4.398,stage4_7,cost_asr
23,1,E,True,1.0,0.2565,0.2441,0.2441,0.2553,0.9,0.19,,stage4_7,cost_asr
24,0,F,False,0.0,0.2596,0.2468,0.247,0.2466,-0.0729,0.0656,8.514,stage4_7,cost_asr
25,2,D,True,1.0,0.2468,0.2595,0.2468,0.2468,1.0,0.1,,stage4_8,cost_asr
26,1,A,True,1.0,0.2642,0.2416,0.2416,0.2526,0.81,0.271,8.848,stage4_7,cost_asr
27,1,E,False,0.0,0.2652,0.2424,0.2424,0.2501,-0.271,0.2439,,stage4_7,cost_asr
28,3,D,True,1.0,0.2692,0.2431,0.2517,0.236,0.5971,0.4627,,stage4_8,cost_asr
29,2,F,False,0.0,0.2471,0.2598,0.2459,0.2471,-0.1,0.09,,stage4_8,cost_asr
30,2,E,False,0.0,0.2474,0.2601,0.2462,0.2463,-0.09,0.081,,stage4_7,cost_asr
31,1,F,False,0.0,0.266,0.2431,0.2401,0.2508,-0.2439,0.2195,,stage4_8,cost_asr
32,3,E,False,0.0,0.2707,0.2444,0.2531,0.2318,-0.4627,0.4164,,stage4_7,cost_asr
33,1,D,False,0.0,0.2667,0.2411,0.2407,0.2515,-0.2195,0.1976,,stage4_8,cost_asr
34,2,E,True,1.0,0.2446,0.257,0.2434,0.255,0.919,0.1729,,stage4_7,cost_asr
35,0,D,False,0.0,0.2598,0.2462,0.2472,0.2468,-0.0656,0.059,,stage4_8,cost_asr
36,3,E,True,1.0,0.2687,0.2428,0.2513,0.2371,0.5836,0.4747,,stage4_7,cost_asr
37,1,E,True,1.0,0.2638,0.2387,0.2384,0.2591,0.8024,0.2778,,stage4_7,cost_asr
38,1,A,False,0.0,0.2612,0.2395,0.2392,0.2601,-0.2778,0.25,4.782,stage4_7,cost_asr
39,3,A,True,1.0,0.2738,0.2411,0.2495,0.2355,0.5253,0.5273,,stage4_8,cost_asr
40,2,A,False,0.0,0.243,0.2576,0.2439,0.2555,-0.1729,0.1556,,stage4_8,cost_asr
41,0,E,False,0.0,0.26,0.2463,0.2474,0.2463,-0.059,0.0531,,stage4_7,cost_asr
42,3,D,True,1.0,0.2721,0.2455,0.2481,0.2343,0.4727,0.5745,,stage4_8,cost_asr
43,2,F,True,1.0,0.2405,0.2548,0.2518,0.2528,0.8444,0.24,,stage4_8,cost_asr
44,0,D,False,0.0,0.2602,0.2458,0.2475,0.2465,-0.0531,0.0478,,stage4_8,cost_asr
45,0,F,False,0.0,0.2603,0.246,0.2471,0.2466,-0.0478,0.043,,stage4_8,cost_asr
46,2,D,True,1.0,0.2383,0.2621,0.2494,0.2503,0.76,0.316,,stage4_8,cost_asr
47,3,D,True,1.0,0.2705,0.2495,0.2468,0.2331,0.4255,0.6171,,stage4_8,cost_asr
48,0,F,False,0.0,0.2605,0.2461,0.2467,0.2467,-0.043,0.0387,,stage4_8,cost_asr
49,0,F,False,0.0,0.2606,0.2462,0.2463,0.2468,-0.0387,0.0349,,stage4_8,cost_asr
50,3,E,True,1.0,0.2692,0.2484,0.2457,0.2366,0.3829,0.6554,,stage4_7,cost_asr
51,2,F,True,1.0,0.2363,0.2597,0.2558,0.2482,0.684,0.3844,9.255,stage4_7,cost_asr
52,0,E,False,0.0,0.2607,0.2463,0.2464,0.2465,-0.0349,0.0314,,stage4_7,cost_asr
53,3,E,True,1.0,0.268,0.2474,0.2448,0.2398,0.3446,0.6898,,stage4_7,cost_asr
54,3,E,True,1.0,0.2669,0.2465,0.2439,0.2427,0.3102,0.7209,,stage4_7,cost_asr
55,3,F,False,0.0,0.2694,0.2486,0.2372,0.2447,-0.7209,0.6488,,stage4_7,cost_asr
56,3,A,True,1.0,0.2728,0.2474,0.2361,0.2436,0.3512,0.6839,,stage4_8,cost_asr
