step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,2,D,True,1.1,0.2465,0.2605,0.2465,0.2465,1.1,0.11,6.599,stage4_7,cost_mechanistic
2,2,E,False,0.05,0.2467,0.2607,0.2467,0.246,-0.06,0.104,,stage4_7,cost_mechanistic
3,2,F,True,1.0973,0.2437,0.2573,0.2561,0.243,0.9933,0.2033,,stage4_8,cost_mechanistic
4,0,F,False,0.1,0.2497,0.2497,0.2509,0.2497,0.1,0.01,,stage4_8,cost_mechanistic
5,2,F,False,0.0254,0.2442,0.2579,0.2544,0.2435,-0.178,0.1855,6.928,stage4_7,cost_mechanistic
6,2,A,True,1.1,0.2528,0.2549,0.2515,0.2408,0.9145,0.277,,stage4_8,cost_mechanistic
7,0,E,False,-0.25,0.2505,0.2505,0.2518,0.2473,-0.26,-0.016,,stage4_7,cost_mechanistic
8,3,E,True,1.05,0.2467,0.2467,0.2467,0.26,1.05,0.105,,stage4_7,cost_mechanistic
9,2,A,True,1.1,0.2606,0.2522,0.2488,0.2384,0.823,0.3593,6.285,stage4_7,cost_mechanistic
10,2,F,False,0.0254,0.2618,0.2532,0.2457,0.2393,-0.3339,0.3259,6.928,stage4_7,cost_mechanistic
11,3,F,True,1.0999,0.2437,0.2437,0.2561,0.2566,0.9949,0.2045,,stage4_8,cost_mechanistic
12,1,F,False,0.0114,0.25,0.25,0.2501,0.25,0.0114,0.0011,,stage4_8,cost_mechanistic
13,1,E,True,1.05,0.2466,0.2466,0.2468,0.2599,1.0489,0.106,,stage4_7,cost_mechanistic
14,0,E,False,-0.25,0.2512,0.2512,0.2525,0.2451,-0.234,-0.0394,,stage4_7,cost_mechanistic
15,2,D,True,1.1,0.2591,0.2606,0.2433,0.237,0.7741,0.4033,,stage4_8,cost_mechanistic
16,2,D,False,0.1,0.2601,0.2577,0.2443,0.2379,-0.3033,0.373,8.379,stage4_7,cost_mechanistic
17,0,F,True,1.1,0.2475,0.2475,0.2634,0.2416,1.1394,0.0745,7.755,stage4_7,cost_mechanistic
18,0,A,True,1.1,0.2572,0.2444,0.2598,0.2386,1.0255,0.1771,,stage4_8,cost_mechanistic
19,2,A,True,1.1,0.2671,0.2552,0.242,0.2358,0.727,0.4457,6.285,stage4_7,cost_mechanistic
20,0,A,True,1.1,0.2661,0.2415,0.2566,0.2358,0.9229,0.2694,,stage4_8,cost_mechanistic
21,2,E,False,0.05,0.2684,0.2564,0.2431,0.2322,-0.3957,0.4061,,stage4_7,cost_mechanistic
22,2,D,True,1.1,0.2658,0.263,0.2409,0.2302,0.6939,0.4755,,stage4_8,cost_mechanistic
23,3,D,True,1.1,0.241,0.2521,0.2532,0.2537,0.8955,0.294,,stage4_8,cost_mechanistic
24,3,A,True,1.1,0.2486,0.2496,0.2507,0.2512,0.806,0.3746,6.166,stage4_7,cost_mechanistic
25,3,A,True,1.1,0.2554,0.2473,0.2484,0.2489,0.7254,0.4472,,stage4_8,cost_mechanistic
26,0,E,False,-0.25,0.2678,0.2429,0.2582,0.2311,-0.5194,0.2174,,stage4_7,cost_mechanistic
27,3,A,True,1.1,0.2616,0.2453,0.2463,0.2468,0.6528,0.5125,8.706,stage4_7,cost_mechanistic
28,2,E,False,0.05,0.2672,0.2643,0.2421,0.2264,-0.4255,0.4329,,stage4_7,cost_mechanistic
29,1,F,False,0.0984,0.2467,0.2467,0.2467,0.26,-0.0076,0.1053,16.048,stage4_7,cost_mechanistic
30,0,A,True,1.1,0.2763,0.2401,0.255,0.2285,0.8826,0.3057,,stage4_8,cost_mechanistic
31,1,A,True,1.1,0.2561,0.2436,0.2437,0.2566,0.9947,0.2047,4.398,stage4_7,cost_mechanistic
32,2,E,True,1.05,0.2652,0.2624,0.2404,0.232,0.6171,0.4947,,stage4_7,cost_mechanistic
33,0,D,False,0.1,0.2771,0.2382,0.2556,0.2291,-0.2057,0.2851,6.21,stage4_7,cost_mechanistic
34,0,E,False,-0.25,0.279,0.2396,0.2572,0.2242,-0.5351,0.2316,,stage4_7,cost_mechanistic
35,1,A,False,0.1,0.2551,0.244,0.244,0.2569,-0.1047,0.1943,,stage4_8,cost_mechanistic
36,1,E,False,-0.25,0.2566,0.2453,0.2454,0.2528,-0.4443,0.1498,,stage4_7,cost_mechanistic
37,0,F,True,1.1,0.2755,0.237,0.2655,0.222,0.8684,0.3185,7.755,stage4_7,cost_mechanistic
38,2,E,True,1.05,0.2634,0.2606,0.2389,0.2371,0.5553,0.5502,,stage4_7,cost_mechanistic
39,1,D,False,0.1,0.2567,0.2449,0.2455,0.2529,-0.0498,0.1449,6.075,stage4_7,cost_mechanistic
40,0,F,False,0.1,0.2764,0.2377,0.2635,0.2225,-0.2185,0.2966,,stage4_8,cost_mechanistic
41,1,D,False,0.1,0.2569,0.2444,0.2456,0.2531,-0.0449,0.1404,,stage4_8,cost_mechanistic
