step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,0,A,True,1.0935,0.2604,0.2465,0.2465,0.2465,1.0935,0.1093,6.335,stage4_7,cost_l22_deflect
2,1,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_l22_deflect
3,2,E,True,1.0,0.2468,0.2468,0.2468,0.2595,1.0,0.1,,stage4_7,cost_l22_deflect
4,3,E,True,1.0,0.2468,0.2468,0.2468,0.2595,1.0,0.1,,stage4_7,cost_l22_deflect
5,0,E,False,0.0,0.2608,0.2469,0.2469,0.2455,-0.1093,0.0984,,stage4_7,cost_l22_deflect
6,0,F,False,-0.0654,0.2613,0.2474,0.2453,0.246,-0.1638,0.082,8.514,stage4_7,cost_l22_deflect
7,0,F,False,0.0619,0.2614,0.2474,0.2452,0.2461,-0.0201,0.08,6.768,stage4_7,cost_l22_deflect
8,2,D,True,1.0,0.2441,0.2553,0.2441,0.2565,0.9,0.19,,stage4_8,cost_l22_deflect
9,0,F,False,0.0,0.2616,0.2477,0.2444,0.2463,-0.08,0.072,,stage4_8,cost_l22_deflect
10,1,A,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_l22_deflect
11,2,E,False,0.0,0.2447,0.256,0.2447,0.2547,-0.19,0.171,,stage4_7,cost_l22_deflect
12,0,A,True,1.0,0.2706,0.2446,0.2415,0.2433,0.928,0.1648,,stage4_8,cost_l22_deflect
13,3,D,True,1.0,0.2441,0.2553,0.2441,0.2565,0.9,0.19,,stage4_8,cost_l22_deflect
14,1,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_l22_deflect
15,0,F,False,0.0619,0.2709,0.2449,0.2405,0.2436,-0.1029,0.1545,6.768,stage4_7,cost_l22_deflect
16,0,A,False,0.0,0.2694,0.2454,0.241,0.2441,-0.1545,0.1391,,stage4_8,cost_l22_deflect
17,3,A,True,1.0,0.2517,0.2527,0.2417,0.2538,0.81,0.271,,stage4_8,cost_l22_deflect
18,0,E,False,-0.3,0.271,0.2467,0.2422,0.24,-0.4391,0.0952,,stage4_7,cost_l22_deflect
19,1,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_l22_deflect
