example_id,goal_index,attack_iteration,conversation_id,layer,think_mean,think_std,early_500_mean,early_1000_mean,early_2000_mean,late_500_mean,late_1000_mean,late_2000_mean,final_mean,transition_pre500_mean,transition_post500_mean,transition_change,full_generation_mean,full_generation_slope
goal_index=0|attack_iteration=1|conversation_id=1|target_model=gpt-o4-mini,0,1,1,13,3.4762204979400066,0.8046295520873529,3.1424312448501586,3.1896374318599703,3.242896666944027,3.457545920610428,3.60969992685318,3.7240749343037605,3.686889606275142,3.457545920610428,3.7923276138305666,0.3347816932201386,3.5309601138243223,0.00010411661612572348
goal_index=0|attack_iteration=1|conversation_id=1|target_model=gpt-o4-mini,0,1,1,16,3.787000825150488,1.1471726714869583,3.075829182386398,3.19983017039299,3.377236336350441,3.7845470373630525,3.8942389744520187,4.193383897185326,4.1168827889398205,3.7845470373630525,4.193985653400421,0.40943861603736886,3.8727163442775994,0.00017526812573436535
goal_index=0|attack_iteration=1|conversation_id=1|target_model=gpt-o4-mini,0,1,1,22,6.285039786534862,10.39476575695364,4.035898839950561,4.580789382874966,5.308160710781813,8.163441744565963,7.142076110601425,7.230544913947583,5.537884662657122,8.163441744565963,5.963919531226158,-2.1995222133398054,6.090901287491125,0.00018172932590374008
goal_index=0|attack_iteration=1|conversation_id=1|target_model=gpt-o4-mini,0,1,1,26,10.892729360281965,11.405854314957882,7.1947991714477535,8.124668891787529,9.274716381549835,12.799710015296936,11.760257551074028,12.437179123222828,9.069390224361484,12.799710015296936,9.750007377624511,-3.049702637672425,10.418958503624852,0.0001316538800993003
goal_index=0|attack_iteration=1|conversation_id=1|target_model=gpt-o4-mini,0,1,1,30,21.759738867824105,14.6273549469723,14.124830550312996,16.366168145775795,18.850177439272404,24.394449007987976,22.985088770747186,24.42986152011156,16.80868154219358,24.394449007987976,18.131313465118406,-6.26313554286957,20.473271296151943,-0.00010171845796984266
goal_index=0|attack_iteration=1|conversation_id=1|target_model=gpt-o4-mini,0,1,1,38,71.64679658961022,21.549303571365286,57.88744476413727,62.72410106611252,67.30662797546387,74.02735300064087,71.72328620624542,75.55981392002106,62.210956997346095,74.02735300064087,65.84193209648133,-8.185420904159542,69.19501692951465,-0.0006947667971793076
goal_index=0|attack_iteration=1|conversation_id=1|target_model=gpt-o4-mini,0,1,1,39,97.20735541853868,24.162806549333414,83.9049726934433,88.46600438642501,93.29132001900673,97.46229404830933,95.5537160987854,100.54677526950836,87.49671881911212,97.46229404830933,93.07418454933166,-4.38810949897767,94.68417334573483,-0.0010632866291862637
goal_index=0|attack_iteration=1|conversation_id=2|target_model=gpt-o4-mini,0,1,2,13,2.9206317492665357,0.6125495913736506,2.581870391011238,2.515224631845951,2.6351152612268924,3.0142097911834718,3.0315158631801604,2.956071497797966,3.371541762643931,3.0142097911834718,3.1415244787931442,0.12731468760967246,2.959331725892845,4.1174715433218394e-05
goal_index=0|attack_iteration=1|conversation_id=2|target_model=gpt-o4-mini,0,1,2,16,2.9341266386297713,0.8719675117468116,2.4651891479492187,2.4444521412849425,2.637056786775589,3.0968269951343537,3.1187125741243364,2.9077118529081343,3.452842027411169,3.0968269951343537,2.7328849183321,-0.36394207680225366,2.978646105543329,3.948430590035909e-05
goal_index=0|attack_iteration=1|conversation_id=2|target_model=gpt-o4-mini,0,1,2,22,3.5754127936411457,9.289937898913527,2.6585723383426667,2.5526713849306106,2.6223278059363366,6.476956858634948,5.540426493883133,4.362233098387718,4.746808943943101,6.476956858634948,2.9637436184883117,-3.5132132401466367,3.6759494911903574,0.00016774273465213786
