model_name,subset,predictor,coefficient,standard_error,odds_ratio,ci_low,ci_high,wald_z,p_value_wald,convergence_status,warning
model0_covariates,all,intercept,18.149269914924925,7.993052828772982,76230325.5760118,11.975781121588927,485234531127915.94,2.2706305467658257,0.0231693526701664,True,
model0_covariates,all,log_think,-1.8665299744383974,0.8149220761480869,0.15465940384296742,0.031311268079274944,0.7639272589184761,-2.290439821266068,0.021995833344814697,True,
model0_covariates,all,prompt_z,-0.06808210936167565,0.47235304670255507,0.9341837651953706,0.3701325549433902,2.3578020779287403,-0.14413394776841051,0.8853946981545289,True,
model0_covariates,all,goal_1,1.350178027686992,1.0161650622626448,3.8581123203739227,0.5264991855368858,28.271706938050382,1.328699517262104,0.18394712426605198,True,
model0_covariates,all,goal_2,0.8404031024262179,1.066264252292179,2.3173008981497816,0.2866552995084318,18.732894391885587,0.7881752582622732,0.43059419917370745,True,
model0_covariates,all,goal_3,0.7753510387732387,1.2342759405142611,2.1713542229357237,0.19323855740331852,24.398749529165308,0.6281828992390378,0.5298841314910374,True,
model0_covariates,all,attack_iter,-1.2034311218440137,0.8693117439274801,0.30016254876551146,0.054623988661600946,1.6494137079510636,-1.3843493203105819,0.16625151898707768,True,
model0_covariates_excl,excl_censored,intercept,17.140309056873132,7.793014003277768,27793397.678429667,6.462405458285553,119533347063660.48,2.1994454327509048,0.027846265131538983,True,
model0_covariates_excl,excl_censored,log_think,-1.7400998605899498,0.7977296114407659,0.17550287392137068,0.03674879294069539,0.8381570193167189,-2.181315367555662,0.029160098541750168,True,
model0_covariates_excl,excl_censored,prompt_z,-0.15760403641455412,0.4776997371657062,0.8541879423347595,0.3349093029554999,2.178610848940911,-0.32992280328570467,0.7414582928033899,True,
model0_covariates_excl,excl_censored,goal_1,1.348155833327724,1.0130217456998376,3.850318350519149,0.5286827263297333,28.04130088240929,1.3308261535850465,0.18324622020870862,True,
model0_covariates_excl,excl_censored,goal_2,1.0207257152635452,1.0823621578008187,2.775208044179021,0.3326367869946556,23.153721986256716,0.9430537717038181,0.345653399618308,True,
model0_covariates_excl,excl_censored,goal_3,0.7217783118043029,1.234156872574125,2.058089883862449,0.18320140483815245,23.120641317128374,0.5848351436060669,0.5586585713291714,True,
model0_covariates_excl,excl_censored,attack_iter,-1.3124355709707258,0.8790685163303584,0.2691636901258039,0.04805496288851515,1.5076297582461495,-1.4929843881219218,0.13544127356050084,True,
model1_projection_only,all,intercept,-0.05474765293229278,0.38485956436094015,0.9467240208433674,0.4452709084213559,2.0129012578420795,-0.14225358546877048,0.8868797070263144,True,
model1_projection_only,all,projection_z,1.5998040139663132,0.5309810824294289,4.95206179433361,1.7490645329384331,14.020589608377717,3.0129209248785966,0.0025874632884148596,True,
model1_projection_only_excl,excl_censored,intercept,0.0019941842514128406,0.38758239421963653,1.001996173959222,0.4687586219285621,2.1418194474979204,0.005145187916566637,0.9958947521119597,True,
model1_projection_only_excl,excl_censored,projection_z,1.5692010520918476,0.5318577149348083,4.802809465931521,1.6934365585189965,13.621401197464856,2.9504151355296035,0.003173472122355303,True,
model2_primary,all,intercept,13.093687211076217,9.513111258964324,485865.54638404766,0.003879647979119893,60847100157942.85,1.3763832730052297,0.16870300385128578,True,
model2_primary,all,projection_z,1.3855101991073684,0.6757824977424967,3.9968645814486385,1.062873940110353,15.029935234633756,2.0502309600141637,0.04034189813567668,True,
model2_primary,all,log_think,-1.315925463323054,0.987339812366152,0.26822597503619905,0.03873113441423758,1.857554000733648,-1.3327989480839926,0.18259779103547302,True,
model2_primary,all,prompt_z,0.34641319652908237,0.6015782380046429,1.4139867495454324,0.43488217356147774,4.597471796823182,0.5758406382486342,0.5647229024608316,True,
model2_primary,all,goal_1,1.4641905374022204,1.1189026013731185,4.324041673292434,0.4824593737214602,38.75421934109673,1.3085951678058163,0.19067151863727694,True,
model2_primary,all,goal_2,0.8908129747724697,1.2054400924183004,2.437110155204845,0.22950060659549634,25.880131633251818,0.7389939826751243,0.45991065125230834,True,
model2_primary,all,goal_3,0.5803184832849556,1.323627130169642,1.786607344726543,0.13345503266575154,23.91791257678048,0.43843048397669165,0.6610742524591504,True,
model2_primary,all,attack_iter,-1.146057536273368,0.9350174021110905,0.31788756233969523,0.05085933244537016,1.9869018611051916,-1.225707172599985,0.22030889008572418,True,
model2_primary_excl,excl_censored,intercept,12.547314540661592,9.30167952418185,281338.6944025317,0.0034000085701364397,23279782781531.293,1.3489299978613507,0.1773594518270305,True,
model2_primary_excl,excl_censored,projection_z,1.3246195466147077,0.6809124721809516,3.76075429108932,0.9900806259065296,14.28497080729863,1.94535950027758,0.051731725530831385,True,
model2_primary_excl,excl_censored,log_think,-1.2411891870379823,0.967548912317035,0.2890402905156287,0.04338744978398136,1.9255404490771333,-1.2828180273239604,0.19955583680326328,True,
model2_primary_excl,excl_censored,prompt_z,0.25047244243381994,0.6064893476489701,1.2846321881016838,0.39131333213413433,4.217285032704271,0.4129873729930552,0.6796158650431696,True,
model2_primary_excl,excl_censored,goal_1,1.42742068927034,1.1057416590648772,4.1679349164348825,0.47719361809468985,36.403842819603625,1.2909169855077234,0.19673246488913598,True,
model2_primary_excl,excl_censored,goal_2,0.9797601644173876,1.2014044127523607,2.663817287139399,0.25284149600834,28.064707143753985,0.8155123737000461,0.4147790846934054,True,
model2_primary_excl,excl_censored,goal_3,0.533239919557338,1.3216908416736135,1.7044456391827765,0.1278018667774678,22.731553225178516,0.4034528368843911,0.6866151237902332,True,
model2_primary_excl,excl_censored,attack_iter,-1.2069048795501147,0.9368604992372799,0.2991216657330757,0.047684377137642446,1.8763749530094738,-1.2882439600481441,0.19766105385008537,True,
model2_bin0,all,intercept,12.843025865672622,9.914839350451718,378142.302603834,0.0013739585387593004,104072719070294.9,1.2953337327737435,0.19520512725844918,True,
model2_bin0,all,projection_z,1.6386375447400925,0.6907094390658486,5.148150606974974,1.32955864882255,19.93402449419446,2.372397787058291,0.017673052243809106,True,
model2_bin0,all,log_think,-1.266730453452763,1.0258787256715232,0.2817513165107991,0.037724227345561266,2.1043188937548654,-1.2347760234754672,0.21691387306917997,True,
model2_bin0,all,prompt_z,0.4241580283313097,0.6280329180784393,1.528303089888972,0.4462899209837236,5.23361659034501,0.6753754717652136,0.49943724505889486,True,
model2_bin0,all,goal_1,1.5447081499818613,1.1676509073958732,4.686603642050563,0.4752626746585706,46.214977251181686,1.3229194960563269,0.1858621510897982,True,
model2_bin0,all,goal_2,0.9775669770493942,1.2533692582074003,2.657981438608479,0.22785706169020378,31.005689600231236,0.7799512957957295,0.43541954350057344,True,
model2_bin0,all,goal_3,0.6140286468051616,1.370690251258326,1.8478608020290244,0.1258676594713221,27.128410570416108,0.4479703902770657,0.6541745661366598,True,
model2_bin0,all,attack_iter,-1.32363987605089,0.9921433774755329,0.2661647300302173,0.03807334317569467,1.860715597922164,-1.3341215655935093,0.18216401923534953,True,
model2_layer13,all,intercept,12.992879574932406,9.087983710625716,439274.4093100779,0.008070268725840804,23910233132244.805,1.4296768115617402,0.15280979853280896,True,
model2_layer13,all,projection_z,1.487920370148737,0.5434963777126821,4.427877590970779,1.5260267616502905,12.847808736603394,2.7376822204605786,0.006187383162767235,True,
model2_layer13,all,log_think,-1.292712478319854,0.9406326745875286,0.2745251288012596,0.04344095928938071,1.734861466601433,-1.374301056346691,0.16934823852117353,True,
model2_layer13,all,prompt_z,0.13320364190431458,0.6221175341860768,1.1424826319819337,0.3375145275172462,3.867290021504838,0.21411330590221406,0.8304586997952224,True,
model2_layer13,all,goal_1,1.726865491277053,1.252004781711813,5.623000910740449,0.4833260115449287,65.41783079524735,1.3792802683357033,0.16780835781191827,True,
