step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,2,F,False,0.1,0.2497,0.2497,0.2509,0.2497,0.1,0.01,7.929,stage4_7,cost_mechanistic
2,1,D,False,0.1,0.2497,0.2509,0.2497,0.2497,0.1,0.01,6.075,stage4_7,cost_mechanistic
3,3,A,True,1.1,0.2605,0.2465,0.2465,0.2465,1.1,0.11,,stage4_8,cost_mechanistic
4,3,A,True,1.1,0.27,0.2433,0.2433,0.2433,0.99,0.209,4.599,stage4_7,cost_mechanistic
5,1,D,False,0.1,0.2494,0.2518,0.2494,0.2494,0.09,0.019,,stage4_8,cost_mechanistic
6,1,F,False,0.1,0.2492,0.2515,0.2502,0.2492,0.081,0.0271,,stage4_8,cost_mechanistic
7,2,F,True,1.1,0.2462,0.2462,0.2613,0.2462,1.09,0.119,,stage4_8,cost_mechanistic
8,1,F,False,0.0902,0.249,0.2513,0.2508,0.249,0.0631,0.0334,6.649,stage4_7,cost_mechanistic
9,2,D,True,1.1,0.2433,0.2555,0.258,0.2433,0.981,0.2171,6.599,stage4_7,cost_mechanistic
10,3,A,True,1.1,0.2786,0.2405,0.2405,0.2405,0.891,0.2981,,stage4_8,cost_mechanistic
11,2,A,False,0.1,0.2422,0.2559,0.2584,0.2436,-0.1171,0.2054,,stage4_8,cost_mechanistic
12,3,E,False,0.05,0.2795,0.2412,0.2412,0.2382,-0.2481,0.2733,,stage4_7,cost_mechanistic
13,0,D,False,0.1,0.2497,0.2509,0.2497,0.2497,0.1,0.01,,stage4_8,cost_mechanistic
14,2,F,False,0.0254,0.2427,0.2565,0.2566,0.2442,-0.18,0.1874,6.928,stage4_7,cost_mechanistic
15,0,F,False,0.1,0.2494,0.2507,0.2505,0.2494,0.09,0.019,,stage4_8,cost_mechanistic
16,2,E,False,0.05,0.2431,0.2569,0.2571,0.2429,-0.1374,0.1737,,stage4_7,cost_mechanistic
17,1,A,True,1.1,0.2591,0.2479,0.2474,0.2456,1.0666,0.1401,8.848,stage4_7,cost_mechanistic
18,0,D,False,0.1,0.2492,0.2514,0.2503,0.2492,0.081,0.0271,,stage4_8,cost_mechanistic
19,0,F,False,0.1,0.2489,0.2512,0.251,0.2489,0.0729,0.0344,6.768,stage4_7,cost_mechanistic
20,0,E,False,0.05,0.2489,0.2511,0.2509,0.2491,0.0156,0.036,,stage4_7,cost_mechanistic
21,0,D,False,0.1,0.2487,0.2517,0.2507,0.2489,0.064,0.0424,5.099,stage4_7,cost_mechanistic
22,2,E,False,0.05,0.2435,0.2573,0.2575,0.2417,-0.1237,0.1613,,stage4_7,cost_mechanistic
23,1,E,False,0.05,0.2594,0.2482,0.2476,0.2448,-0.0901,0.1311,,stage4_7,cost_mechanistic
24,1,F,False,0.0901,0.2595,0.2483,0.2473,0.2449,-0.041,0.127,,stage4_8,cost_mechanistic
25,3,F,True,1.0999,0.2764,0.2388,0.2489,0.2359,0.8266,0.3559,,stage4_8,cost_mechanistic
