step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,1,F,False,0.0866,0.2497,0.2497,0.2508,0.2497,0.0866,0.0087,,stage4_8,cost_mechanistic
2,2,E,False,0.05,0.2498,0.2498,0.2498,0.2505,0.05,0.005,,stage4_7,cost_mechanistic
3,3,D,True,1.1,0.2465,0.2605,0.2465,0.2465,1.1,0.11,,stage4_8,cost_mechanistic
4,1,F,False,0.0998,0.2494,0.2494,0.2517,0.2494,0.0911,0.0178,,stage4_8,cost_mechanistic
5,2,E,True,1.05,0.2465,0.2465,0.2465,0.2604,1.045,0.1095,,stage4_7,cost_mechanistic
6,0,A,False,0.1,0.2509,0.2497,0.2497,0.2497,0.1,0.01,,stage4_8,cost_mechanistic
7,2,F,False,0.0918,0.2466,0.2466,0.2464,0.2605,-0.0177,0.1077,,stage4_8,cost_mechanistic
8,1,E,False,-0.25,0.2503,0.2503,0.2525,0.2469,-0.2678,-0.009,,stage4_7,cost_mechanistic
9,0,E,False,0.05,0.2508,0.2496,0.2496,0.2501,0.04,0.014,,stage4_7,cost_mechanistic
10,1,F,False,0.0114,0.2502,0.2502,0.2527,0.2469,0.0204,-0.007,,stage4_8,cost_mechanistic
11,1,A,False,0.1,0.2512,0.2499,0.2524,0.2466,0.107,0.0037,,stage4_8,cost_mechanistic
12,1,D,False,0.1,0.2509,0.2508,0.2521,0.2463,0.0963,0.0134,,stage4_8,cost_mechanistic
13,0,A,True,1.1,0.2611,0.2461,0.2461,0.2466,1.086,0.1226,,stage4_8,cost_mechanistic
14,1,E,False,0.05,0.2508,0.2507,0.2519,0.2466,0.0366,0.017,,stage4_7,cost_mechanistic
15,3,D,False,0.1,0.2465,0.2604,0.2465,0.2465,-0.01,0.109,6.343,stage4_7,cost_mechanistic
16,2,A,True,1.1,0.256,0.2436,0.2434,0.2571,0.9923,0.207,,stage4_8,cost_mechanistic
17,2,A,True,1.1,0.2645,0.2408,0.2406,0.2541,0.893,0.2963,6.285,stage4_7,cost_mechanistic
18,3,A,True,1.1,0.2559,0.257,0.2435,0.2435,0.991,0.2081,4.599,stage4_7,cost_mechanistic
19,2,A,False,0.1,0.2626,0.2414,0.2412,0.2547,-0.1963,0.2766,,stage4_8,cost_mechanistic
20,2,A,True,1.1,0.2705,0.2389,0.2387,0.2519,0.8234,0.359,,stage4_8,cost_mechanistic
21,1,A,False,0.1,0.2516,0.2504,0.2517,0.2464,0.083,0.0253,,stage4_8,cost_mechanistic
22,2,D,False,0.1,0.2714,0.2365,0.2394,0.2527,-0.259,0.3331,8.379,stage4_7,cost_mechanistic
23,1,E,False,-0.25,0.2524,0.2512,0.2525,0.2438,-0.2753,-0.0022,,stage4_7,cost_mechanistic
24,1,A,False,0.1,0.2534,0.2509,0.2522,0.2435,0.1022,0.008,,stage4_8,cost_mechanistic
25,1,A,False,0.1,0.2543,0.2506,0.2519,0.2432,0.092,0.0172,,stage4_8,cost_mechanistic
26,3,A,True,1.1,0.2644,0.254,0.2408,0.2408,0.8919,0.2973,,stage4_8,cost_mechanistic
27,2,A,True,1.1,0.2789,0.2342,0.237,0.25,0.7669,0.4098,,stage4_8,cost_mechanistic
28,0,E,False,0.05,0.2614,0.2463,0.2463,0.2459,-0.0726,0.1153,,stage4_7,cost_mechanistic
29,0,D,False,0.1,0.2614,0.2462,0.2464,0.246,-0.0153,0.1138,,stage4_8,cost_mechanistic
30,0,D,False,0.1,0.2615,0.2461,0.2464,0.246,-0.0138,0.1124,,stage4_8,cost_mechanistic
31,3,D,True,1.1,0.2616,0.2616,0.2384,0.2384,0.8027,0.3776,,stage4_8,cost_mechanistic
32,3,E,True,1.05,0.2593,0.2594,0.2366,0.2447,0.6724,0.4448,,stage4_7,cost_mechanistic
33,2,D,True,1.1,0.2763,0.2405,0.2352,0.248,0.6902,0.4788,,stage4_8,cost_mechanistic
34,2,D,True,1.1,0.274,0.2463,0.2335,0.2461,0.6212,0.5409,,stage4_8,cost_mechanistic
35,0,F,False,0.1,0.2615,0.2461,0.2463,0.2461,-0.0124,0.1112,,stage4_8,cost_mechanistic
