step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,0,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,,stage4_8,cost_asr
2,1,A,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
3,1,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,14.068,stage4_7,cost_asr
4,3,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,,stage4_8,cost_asr
5,2,A,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
6,0,D,False,0.0,0.2598,0.2459,0.2471,0.2471,-0.1,0.09,6.21,stage4_7,cost_asr
7,1,E,True,1.0,0.2468,0.2468,0.2468,0.2595,1.0,0.1,,stage4_7,cost_asr
8,0,E,False,0.0,0.2601,0.2462,0.2474,0.2463,-0.09,0.081,,stage4_7,cost_asr
9,1,E,True,1.0,0.244,0.244,0.244,0.2681,0.9,0.19,,stage4_7,cost_asr
10,0,A,True,1.0,0.2689,0.2432,0.2444,0.2434,0.919,0.1729,,stage4_8,cost_asr
11,1,F,False,0.0,0.2445,0.2445,0.2422,0.2688,-0.19,0.171,,stage4_8,cost_asr
12,0,D,False,0.0,0.2695,0.2416,0.2449,0.2439,-0.1729,0.1556,5.099,stage4_7,cost_asr
13,0,A,True,1.0,0.2777,0.239,0.2422,0.2411,0.8444,0.24,,stage4_8,cost_asr
14,2,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,,stage4_8,cost_asr
15,2,A,True,1.0,0.2681,0.244,0.244,0.244,0.9,0.19,,stage4_8,cost_asr
16,0,E,False,0.0,0.2786,0.2396,0.2429,0.2389,-0.24,0.216,,stage4_7,cost_asr
17,1,E,True,1.0,0.2418,0.2418,0.2396,0.2768,0.829,0.2539,,stage4_7,cost_asr
18,2,E,False,0.0,0.2688,0.2445,0.2445,0.2422,-0.19,0.171,,stage4_7,cost_asr
19,3,E,True,1.0,0.2565,0.2441,0.2441,0.2553,0.9,0.19,,stage4_7,cost_asr
20,2,A,True,1.0,0.2768,0.2418,0.2418,0.2396,0.829,0.2539,5.957,stage4_7,cost_asr
21,1,D,False,0.0,0.2425,0.2395,0.2403,0.2777,-0.2539,0.2285,,stage4_8,cost_asr
22,2,F,True,1.0,0.274,0.2397,0.2488,0.2375,0.7461,0.3285,,stage4_8,cost_asr
23,3,F,True,1.0,0.2538,0.2417,0.2517,0.2527,0.81,0.271,,stage4_8,cost_asr
24,0,E,False,0.0,0.2794,0.2402,0.2435,0.2369,-0.216,0.1944,,stage4_7,cost_asr
25,3,E,False,0.0,0.2547,0.2425,0.2526,0.2502,-0.271,0.2439,,stage4_7,cost_asr
26,3,A,True,1.0,0.2619,0.2402,0.2501,0.2478,0.7561,0.3195,,stage4_8,cost_asr
27,1,F,False,0.0,0.2432,0.2401,0.2381,0.2786,-0.2285,0.2057,,stage4_8,cost_asr
28,2,F,False,0.0,0.2752,0.2406,0.2457,0.2384,-0.3285,0.2957,7.929,stage4_7,cost_asr
29,1,F,False,0.0,0.2437,0.2407,0.2363,0.2793,-0.2057,0.1851,,stage4_8,cost_asr
30,0,A,True,1.0,0.2873,0.2376,0.2408,0.2344,0.8056,0.275,,stage4_8,cost_asr
31,0,D,False,0.0,0.2883,0.235,0.2415,0.2351,-0.275,0.2475,,stage4_8,cost_asr
32,0,A,False,0.0,0.2859,0.2358,0.2424,0.2359,-0.2475,0.2227,5.045,stage4_7,cost_asr
33,0,E,False,0.0,0.2868,0.2364,0.243,0.2338,-0.2227,0.2005,,stage4_7,cost_asr
34,1,E,False,0.0,0.2444,0.2413,0.2368,0.2776,-0.1851,0.1666,,stage4_7,cost_asr
35,2,F,True,1.0,0.2726,0.2386,0.2524,0.2364,0.7043,0.3661,,stage4_8,cost_asr
36,3,D,False,0.0,0.263,0.2373,0.2511,0.2487,-0.3195,0.2876,6.343,stage4_7,cost_asr
37,2,E,False,0.0,0.2739,0.2396,0.2535,0.2331,-0.3661,0.3295,,stage4_7,cost_asr
38,0,F,False,0.0,0.2876,0.237,0.2411,0.2343,-0.2005,0.1804,,stage4_8,cost_asr
39,2,E,True,1.0,0.2715,0.2378,0.2514,0.2393,0.6705,0.3965,,stage4_7,cost_asr
