step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,1,E,False,-0.3,0.2509,0.2509,0.2509,0.2472,-0.3,-0.03,,stage4_7,cost_l22_deflect
2,0,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_l22_deflect
3,0,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,,stage4_8,cost_l22_deflect
4,0,A,True,1.2135,0.2702,0.2433,0.2433,0.2433,1.1135,0.2114,4.688,stage4_7,cost_l22_deflect
5,1,A,False,0.0,0.2512,0.2508,0.2508,0.2471,0.03,-0.027,,stage4_8,cost_l22_deflect
6,1,E,True,1.0,0.248,0.2476,0.2476,0.2568,1.027,0.0757,,stage4_7,cost_l22_deflect
7,0,D,False,0.0,0.2709,0.2413,0.2439,0.2439,-0.2114,0.1902,,stage4_8,cost_l22_deflect
8,2,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_l22_deflect
9,1,F,False,-0.6146,0.2501,0.2497,0.2412,0.2591,-0.6903,0.0067,16.048,stage4_7,cost_l22_deflect
10,3,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,,stage4_8,cost_l22_deflect
11,2,D,True,1.0,0.2468,0.2595,0.2468,0.2468,1.0,0.1,,stage4_8,cost_l22_deflect
12,1,D,False,0.0,0.2501,0.2496,0.2412,0.2591,-0.0067,0.006,,stage4_8,cost_l22_deflect
13,2,F,False,0.0502,0.247,0.2597,0.2464,0.247,-0.0498,0.095,6.928,stage4_7,cost_l22_deflect
14,1,F,False,0.0,0.2501,0.2496,0.2412,0.2591,-0.006,0.0054,,stage4_8,cost_l22_deflect
15,2,D,True,1.0742,0.2438,0.2691,0.2432,0.2438,0.9792,0.1929,6.599,stage4_7,cost_l22_deflect
16,1,F,False,0.0,0.2501,0.2497,0.2411,0.2591,-0.0054,0.0049,,stage4_8,cost_l22_deflect
17,3,D,True,1.0,0.2565,0.2553,0.2441,0.2441,0.9,0.19,,stage4_8,cost_l22_deflect
18,3,F,True,1.0,0.2538,0.2527,0.2517,0.2417,0.81,0.271,,stage4_8,cost_l22_deflect
19,3,D,True,1.0,0.2514,0.2597,0.2494,0.2395,0.729,0.3439,,stage4_8,cost_l22_deflect
20,2,E,False,0.0,0.2444,0.2697,0.2438,0.2421,-0.1929,0.1736,,stage4_7,cost_l22_deflect
21,3,A,True,1.0,0.2577,0.2574,0.2473,0.2376,0.6561,0.4095,,stage4_8,cost_l22_deflect
22,2,E,False,0.0,0.2449,0.2703,0.2443,0.2405,-0.1736,0.1563,,stage4_7,cost_l22_deflect
23,0,E,False,-0.3,0.2727,0.2427,0.2453,0.2393,-0.4902,0.1412,,stage4_7,cost_l22_deflect
24,2,E,True,1.0,0.2424,0.2673,0.2419,0.2483,0.8437,0.2407,,stage4_7,cost_l22_deflect
25,0,D,False,0.0,0.2732,0.2414,0.2457,0.2397,-0.1412,0.1271,,stage4_8,cost_l22_deflect
26,2,A,False,0.0,0.2402,0.2682,0.2425,0.2491,-0.2407,0.2166,,stage4_8,cost_l22_deflect
27,0,F,False,0.0,0.2737,0.2417,0.2445,0.2401,-0.1271,0.1144,,stage4_8,cost_l22_deflect
28,1,A,False,0.0,0.2501,0.2497,0.2411,0.2591,-0.0049,0.0044,,stage4_8,cost_l22_deflect
29,1,F,False,0.0,0.2501,0.2497,0.2411,0.2591,-0.0044,0.0039,,stage4_8,cost_l22_deflect
30,2,D,True,1.0,0.2378,0.2757,0.24,0.2464,0.7834,0.2949,,stage4_8,cost_l22_deflect
31,0,A,True,1.0935,0.2832,0.2386,0.2413,0.237,0.9791,0.2123,6.335,stage4_7,cost_l22_deflect
32,2,D,True,1.0,0.2356,0.2826,0.2378,0.2441,0.7051,0.3654,,stage4_8,cost_l22_deflect
33,1,A,False,0.0,0.25,0.2497,0.2411,0.2592,-0.0039,0.0035,,stage4_8,cost_l22_deflect
34,2,D,True,1.0742,0.2333,0.2895,0.2355,0.2417,0.7088,0.4363,6.599,stage4_7,cost_l22_deflect
35,3,A,True,1.0,0.2633,0.2554,0.2454,0.2359,0.5905,0.4686,,stage4_8,cost_l22_deflect
36,3,D,True,1.0,0.2614,0.2604,0.2438,0.2344,0.5314,0.5217,,stage4_8,cost_l22_deflect
37,2,D,True,1.0,0.2315,0.295,0.2337,0.2398,0.5637,0.4927,,stage4_8,cost_l22_deflect
38,3,A,True,1.0,0.266,0.2587,0.2423,0.233,0.4783,0.5695,,stage4_8,cost_l22_deflect
39,1,D,False,0.0,0.2501,0.2497,0.2411,0.2592,-0.0035,0.0032,,stage4_8,cost_l22_deflect
40,2,D,True,1.0,0.2299,0.3,0.232,0.238,0.5073,0.5434,,stage4_8,cost_l22_deflect
41,1,E,False,-0.3,0.251,0.2506,0.242,0.2563,-0.3032,-0.0271,,stage4_7,cost_l22_deflect
42,3,E,True,1.0,0.2646,0.2574,0.2411,0.237,0.4305,0.6126,,stage4_7,cost_l22_deflect
