step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,1,E,True,1.0,0.2468,0.2468,0.2468,0.2595,1.0,0.1,,stage4_7,cost_asr
2,2,E,True,1.0,0.2468,0.2468,0.2468,0.2595,1.0,0.1,,stage4_7,cost_asr
3,1,A,True,1.0,0.2553,0.2441,0.2441,0.2565,0.9,0.19,4.398,stage4_7,cost_asr
4,1,A,False,0.0,0.2535,0.2447,0.2447,0.2571,-0.19,0.171,,stage4_8,cost_asr
5,3,E,True,1.0,0.2468,0.2468,0.2468,0.2595,1.0,0.1,,stage4_7,cost_asr
6,2,F,True,1.0,0.2441,0.2441,0.2553,0.2565,0.9,0.19,,stage4_8,cost_asr
7,3,F,True,1.0,0.2441,0.2441,0.2553,0.2565,0.9,0.19,,stage4_8,cost_asr
8,0,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
9,1,F,False,0.0,0.2541,0.2452,0.2431,0.2577,-0.171,0.1539,8.025,stage4_7,cost_asr
10,3,F,False,0.0,0.2447,0.2447,0.2535,0.2571,-0.19,0.171,,stage4_7,cost_asr
11,3,F,True,1.0,0.2421,0.2421,0.2614,0.2543,0.829,0.2539,,stage4_8,cost_asr
12,1,A,False,0.0,0.2526,0.2456,0.2435,0.2582,-0.1539,0.1385,,stage4_8,cost_asr
13,1,D,False,0.0,0.2531,0.2444,0.244,0.2586,-0.1385,0.1247,,stage4_8,cost_asr
14,0,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
15,0,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
16,1,E,True,1.0,0.2501,0.2416,0.2412,0.267,0.8753,0.2122,,stage4_7,cost_asr
17,3,E,True,1.0,0.2399,0.2399,0.2588,0.2614,0.7461,0.3285,,stage4_7,cost_asr
18,1,F,False,0.0,0.2508,0.2422,0.2393,0.2677,-0.2122,0.191,,stage4_8,cost_asr
19,1,D,False,0.0,0.2514,0.2404,0.2398,0.2684,-0.191,0.1719,,stage4_8,cost_asr
20,3,D,True,1.0,0.238,0.2461,0.2566,0.2592,0.6715,0.3957,,stage4_8,cost_asr
21,3,A,True,1.0,0.2436,0.2444,0.2547,0.2572,0.6043,0.4561,,stage4_8,cost_asr
22,3,A,True,1.0,0.2487,0.2428,0.253,0.2555,0.5439,0.5105,,stage4_8,cost_asr
23,0,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,6.21,stage4_7,cost_asr
24,1,D,False,0.0,0.2519,0.2389,0.2403,0.269,-0.1719,0.1547,6.075,stage4_7,cost_asr
25,0,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
26,2,E,True,1.0,0.2416,0.2416,0.2526,0.2642,0.81,0.271,,stage4_7,cost_asr
27,3,F,True,1.0,0.2472,0.2413,0.2576,0.2538,0.4895,0.5594,10.282,stage4_7,cost_asr
28,1,F,False,0.0,0.2523,0.2393,0.2388,0.2695,-0.1547,0.1392,6.649,stage4_7,cost_asr
29,3,A,True,1.0,0.2513,0.2401,0.2562,0.2524,0.4406,0.6035,,stage4_8,cost_asr
30,3,A,True,1.0,0.2551,0.2389,0.2549,0.2512,0.3965,0.6431,6.166,stage4_7,cost_asr
31,3,D,True,1.0,0.254,0.2422,0.2538,0.2501,0.3569,0.6788,6.91,stage4_7,cost_asr
32,1,A,False,0.0,0.251,0.2397,0.2392,0.27,-0.1392,0.1253,,stage4_8,cost_asr
33,1,F,False,0.0,0.2514,0.24,0.2381,0.2705,-0.1253,0.1128,6.649,stage4_7,cost_asr
34,2,E,False,0.0,0.2424,0.2424,0.2535,0.2616,-0.271,0.2439,,stage4_7,cost_asr
35,1,F,False,0.0,0.2518,0.2403,0.237,0.2709,-0.1128,0.1015,,stage4_8,cost_asr
36,0,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,,stage4_8,cost_asr
37,1,E,False,0.0,0.2521,0.2407,0.2374,0.2699,-0.1015,0.0913,,stage4_7,cost_asr
38,2,E,False,0.0,0.2432,0.2432,0.2543,0.2593,-0.2439,0.2195,,stage4_7,cost_asr
39,3,F,True,1.0,0.2529,0.2413,0.2568,0.2491,0.3212,0.7109,,stage4_8,cost_asr
40,1,E,False,0.0,0.2524,0.2409,0.2376,0.269,-0.0913,0.0822,,stage4_7,cost_asr
41,3,E,True,1.0,0.252,0.2404,0.2558,0.2518,0.2891,0.7399,,stage4_7,cost_asr
42,2,E,False,0.0,0.2439,0.2439,0.2551,0.2572,-0.2195,0.1976,,stage4_7,cost_asr
43,2,D,True,1.0,0.2415,0.2514,0.2525,0.2546,0.8024,0.2778,,stage4_8,cost_asr
44,3,E,True,1.0,0.2511,0.2397,0.255,0.2542,0.2601,0.7659,,stage4_7,cost_asr
45,3,E,True,1.0,0.2504,0.239,0.2542,0.2564,0.2341,0.7893,,stage4_7,cost_asr
46,1,A,False,0.0,0.2516,0.2412,0.2379,0.2693,-0.0822,0.074,,stage4_8,cost_asr
47,3,E,False,0.0,0.2529,0.2413,0.2568,0.249,-0.7893,0.7104,,stage4_7,cost_asr
48,1,F,False,0.0,0.2519,0.2414,0.2372,0.2696,-0.074,0.0666,,stage4_8,cost_asr
49,1,D,False,0.0,0.2521,0.2408,0.2374,0.2698,-0.0666,0.0599,,stage4_8,cost_asr
50,1,F,False,0.0,0.2522,0.2409,0.2368,0.27,-0.0599,0.0539,,stage4_8,cost_asr
51,2,D,True,1.0,0.2394,0.2582,0.2502,0.2522,0.7222,0.35,,stage4_8,cost_asr
52,0,E,False,0.0,0.2598,0.2471,0.2471,0.2459,-0.1,0.09,,stage4_7,cost_asr
53,3,F,True,1.0,0.2519,0.2404,0.2595,0.2481,0.2896,0.7393,,stage4_8,cost_asr
54,0,E,False,0.0,0.2601,0.2474,0.2474,0.2451,-0.09,0.081,,stage4_7,cost_asr
55,3,D,True,1.0,0.2511,0.2428,0.2587,0.2473,0.2607,0.7654,,stage4_8,cost_asr
56,1,E,False,0.0,0.2524,0.2411,0.237,0.2695,-0.0539,0.0485,,stage4_7,cost_asr
57,2,E,False,0.0,0.2404,0.2594,0.2513,0.249,-0.35,0.315,,stage4_7,cost_asr
58,0,D,False,0.0,0.2604,0.2467,0.2477,0.2453,-0.081,0.0729,,stage4_8,cost_asr
59,3,F,True,1.0,0.2504,0.2421,0.2609,0.2466,0.2346,0.7888,,stage4_8,cost_asr
60,2,E,False,0.0,0.2413,0.2605,0.2522,0.246,-0.315,0.2835,,stage4_7,cost_asr
61,3,F,False,0.0,0.2529,0.2445,0.2535,0.2491,-0.7888,0.71,,stage4_7,cost_asr
62,1,D,False,0.0,0.2526,0.2406,0.2371,0.2697,-0.0485,0.0437,,stage4_8,cost_asr
63,1,A,False,0.0,0.2522,0.2408,0.2372,0.2698,-0.0437,0.0393,,stage4_8,cost_asr
64,2,D,True,1.0,0.2391,0.2673,0.2499,0.2438,0.7165,0.3552,,stage4_8,cost_asr
65,3,F,True,1.0,0.252,0.2436,0.2562,0.2482,0.29,0.739,,stage4_8,cost_asr
66,1,A,False,0.0,0.2518,0.2409,0.2373,0.27,-0.0393,0.0354,,stage4_8,cost_asr
67,1,E,False,0.0,0.2519,0.241,0.2374,0.2696,-0.0354,0.0318,,stage4_7,cost_asr
68,1,D,False,0.0,0.252,0.2407,0.2375,0.2697,-0.0318,0.0287,,stage4_8,cost_asr
69,3,E,False,0.0,0.2543,0.2457,0.2586,0.2413,-0.739,0.6651,,stage4_7,cost_asr
70,1,D,False,0.0,0.2521,0.2404,0.2376,0.2698,-0.0287,0.0258,,stage4_8,cost_asr
71,1,E,False,0.0,0.2522,0.2405,0.2377,0.2696,-0.0258,0.0232,,stage4_7,cost_asr
72,3,F,False,0.0,0.2565,0.2478,0.2524,0.2433,-0.6651,0.5986,6.195,stage4_7,cost_asr
73,1,F,False,0.0,0.2523,0.2406,0.2375,0.2697,-0.0232,0.0209,,stage4_8,cost_asr
74,0,F,False,0.0,0.2606,0.2469,0.247,0.2455,-0.0729,0.0656,8.514,stage4_7,cost_asr
75,0,F,False,0.0,0.2609,0.2471,0.2464,0.2457,-0.0656,0.059,,stage4_8,cost_asr
76,1,F,False,0.0,0.2523,0.2406,0.2373,0.2698,-0.0209,0.0188,16.048,stage4_7,cost_asr
77,3,D,True,1.0,0.2552,0.2516,0.2511,0.2421,0.4014,0.6387,8.197,stage4_7,cost_asr
78,2,A,True,1.0,0.2451,0.2651,0.2479,0.2419,0.6448,0.4196,5.957,stage4_7,cost_asr
79,1,F,False,0.0,0.2524,0.2407,0.2371,0.2698,-0.0188,0.0169,,stage4_8,cost_asr
80,0,E,False,0.0,0.2611,0.2472,0.2465,0.2452,-0.059,0.0531,,stage4_7,cost_asr
81,0,F,False,0.0,0.2612,0.2474,0.246,0.2453,-0.0531,0.0478,,stage4_8,cost_asr
82,1,A,True,1.0,0.2617,0.2378,0.2343,0.2662,0.9831,0.1152,4.398,stage4_7,cost_asr
83,0,E,False,0.0,0.2614,0.2475,0.2462,0.2449,-0.0478,0.043,,stage4_7,cost_asr
84,3,F,False,0.0,0.2573,0.2536,0.2452,0.244,-0.6387,0.5748,,stage4_7,cost_asr
85,2,E,False,0.0,0.2463,0.2665,0.2492,0.238,-0.4196,0.3777,,stage4_7,cost_asr
86,2,A,False,0.0,0.2428,0.2678,0.2503,0.2391,-0.3777,0.3399,,stage4_8,cost_asr
87,2,F,False,0.0,0.2438,0.269,0.2471,0.2401,-0.3399,0.3059,,stage4_8,cost_asr
88,3,A,True,1.0,0.2613,0.2522,0.2438,0.2427,0.4252,0.6174,8.706,stage4_7,cost_asr
89,3,F,True,1.0,0.26,0.251,0.2474,0.2416,0.3826,0.6556,,stage4_8,cost_asr
90,1,D,True,1.0,0.2588,0.246,0.232,0.2632,0.8848,0.2037,14.812,stage4_7,cost_asr
91,3,A,True,1.0,0.2633,0.2499,0.2463,0.2405,0.3444,0.6901,8.706,stage4_7,cost_asr
92,1,E,False,0.0,0.2595,0.2467,0.2325,0.2612,-0.2037,0.1833,,stage4_7,cost_asr
93,2,A,True,1.0,0.2503,0.2666,0.245,0.2381,0.6941,0.3753,,stage4_8,cost_asr
94,1,F,False,0.0,0.2601,0.2472,0.2309,0.2618,-0.1833,0.165,6.649,stage4_7,cost_asr
95,0,E,False,0.0,0.2615,0.2477,0.2463,0.2445,-0.043,0.0387,,stage4_7,cost_asr
96,3,A,True,1.0,0.2663,0.2488,0.2453,0.2396,0.3099,0.721,8.706,stage4_7,cost_asr
97,1,A,True,1.0,0.2681,0.2445,0.2285,0.2588,0.835,0.2485,4.398,stage4_7,cost_asr
98,3,E,True,1.0,0.2653,0.248,0.2445,0.2422,0.279,0.7489,,stage4_7,cost_asr
99,1,D,False,0.0,0.269,0.2422,0.2292,0.2596,-0.2485,0.2237,14.068,stage4_7,cost_asr
100,1,F,False,0.0,0.2697,0.2428,0.2271,0.2603,-0.2237,0.2013,8.025,stage4_7,cost_asr
101,2,A,True,1.0,0.2562,0.2643,0.2432,0.2363,0.6247,0.4378,5.957,stage4_7,cost_asr
