step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,2,F,True,1.0,0.2468,0.2468,0.2595,0.2468,1.0,0.1,,stage4_8,cost_asr
2,0,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
3,0,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_asr
4,2,E,False,0.0,0.2471,0.2471,0.2598,0.2459,-0.1,0.09,,stage4_7,cost_asr
5,2,F,True,1.0,0.2442,0.2442,0.2686,0.243,0.91,0.181,9.255,stage4_7,cost_asr
6,2,E,False,0.0,0.2447,0.2447,0.2692,0.2413,-0.181,0.1629,,stage4_7,cost_asr
7,1,A,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
8,2,D,True,1.0,0.2423,0.2526,0.2662,0.2389,0.8371,0.2466,7.982,stage4_7,cost_asr
9,1,E,True,1.0,0.2468,0.2468,0.2468,0.2595,1.0,0.1,,stage4_7,cost_asr
10,1,F,False,0.0,0.2471,0.2471,0.2459,0.2598,-0.1,0.09,16.048,stage4_7,cost_asr
11,0,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_asr
12,3,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,,stage4_8,cost_asr
13,2,D,True,1.0,0.24,0.2598,0.2635,0.2367,0.7534,0.3219,,stage4_8,cost_asr
14,1,A,False,0.0,0.2463,0.2474,0.2462,0.2601,-0.09,0.081,,stage4_8,cost_asr
15,3,F,False,0.0,0.2598,0.2471,0.2459,0.2471,-0.1,0.09,6.195,stage4_7,cost_asr
16,3,F,True,1.0,0.2568,0.2444,0.2545,0.2444,0.91,0.181,,stage4_8,cost_asr
17,3,A,True,1.0,0.2646,0.2418,0.2517,0.2418,0.819,0.2629,8.706,stage4_7,cost_asr
18,3,A,True,1.0,0.2717,0.2395,0.2493,0.2395,0.7371,0.3366,,stage4_8,cost_asr
19,1,D,False,0.0,0.2465,0.2467,0.2464,0.2604,-0.081,0.0729,,stage4_8,cost_asr
20,1,E,False,0.0,0.2468,0.2469,0.2466,0.2597,-0.0729,0.0656,,stage4_7,cost_asr
21,2,E,True,1.0,0.2382,0.2576,0.2612,0.243,0.6781,0.3898,,stage4_7,cost_asr
22,2,A,True,1.0,0.2438,0.2556,0.2592,0.2413,0.6102,0.4508,,stage4_8,cost_asr
23,0,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_asr
24,2,A,True,1.0,0.249,0.2539,0.2574,0.2397,0.5492,0.5057,8.152,stage4_7,cost_asr
25,0,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,6.768,stage4_7,cost_asr
26,2,A,False,0.0,0.2443,0.2555,0.2591,0.2412,-0.5057,0.4551,,stage4_8,cost_asr
27,1,A,False,0.0,0.2462,0.2471,0.2468,0.2599,-0.0656,0.059,4.782,stage4_7,cost_asr
28,3,E,True,1.0,0.2693,0.2377,0.2473,0.2457,0.6634,0.4029,,stage4_7,cost_asr
29,3,A,True,1.0,0.2751,0.2359,0.2453,0.2438,0.5971,0.4627,8.706,stage4_7,cost_asr
30,3,A,True,1.0,0.2803,0.2342,0.2435,0.242,0.5373,0.5164,8.706,stage4_7,cost_asr
31,2,E,True,1.0,0.2427,0.2538,0.2573,0.2463,0.5449,0.5096,,stage4_7,cost_asr
32,0,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_asr
33,3,D,True,1.0,0.2785,0.2387,0.2422,0.2407,0.4836,0.5647,6.91,stage4_7,cost_asr
34,2,E,True,1.0,0.2413,0.2522,0.2557,0.2509,0.4904,0.5587,,stage4_7,cost_asr
35,2,F,True,1.0,0.2399,0.2508,0.2599,0.2494,0.4413,0.6028,,stage4_8,cost_asr
36,2,F,True,1.0,0.2387,0.2495,0.2637,0.2481,0.3972,0.6425,,stage4_8,cost_asr
