step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,1,A,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
2,0,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_asr
3,3,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,,stage4_8,cost_asr
4,2,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,6.928,stage4_7,cost_asr
5,3,A,True,1.0,0.2681,0.244,0.244,0.244,0.9,0.19,,stage4_8,cost_asr
6,1,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,8.848,stage4_7,cost_asr
7,0,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_asr
8,2,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,6.285,stage4_7,cost_asr
9,1,F,False,0.0,0.2598,0.2471,0.2459,0.2471,-0.1,0.09,,stage4_8,cost_asr
10,1,D,False,0.0,0.2601,0.2463,0.2462,0.2474,-0.09,0.081,,stage4_8,cost_asr
11,1,D,False,0.0,0.2604,0.2455,0.2464,0.2477,-0.081,0.0729,,stage4_8,cost_asr
12,2,D,True,1.0,0.2565,0.2553,0.2441,0.2441,0.9,0.19,7.982,stage4_7,cost_asr
13,1,A,False,0.0,0.2597,0.2458,0.2466,0.2479,-0.0729,0.0656,,stage4_8,cost_asr
14,0,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_asr
15,1,A,False,0.0,0.2591,0.246,0.2469,0.2481,-0.0656,0.059,,stage4_8,cost_asr
16,0,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,,stage4_8,cost_asr
17,3,A,True,1.0,0.2759,0.2414,0.2414,0.2414,0.81,0.271,,stage4_8,cost_asr
18,0,D,False,0.0,0.2598,0.2459,0.2471,0.2471,-0.1,0.09,,stage4_8,cost_asr
19,2,D,True,1.0,0.2537,0.2631,0.2416,0.2416,0.81,0.271,,stage4_8,cost_asr
20,3,E,True,1.0,0.2732,0.2393,0.2393,0.2482,0.729,0.3439,,stage4_7,cost_asr
21,1,D,False,0.0,0.2593,0.2454,0.247,0.2483,-0.059,0.0531,,stage4_8,cost_asr
22,0,A,True,1.0,0.2686,0.243,0.2442,0.2442,0.91,0.181,,stage4_8,cost_asr
23,3,A,True,1.0,0.2796,0.2372,0.2372,0.246,0.6561,0.4095,8.706,stage4_7,cost_asr
24,0,E,False,0.0,0.2692,0.2435,0.2447,0.2425,-0.181,0.1629,,stage4_7,cost_asr
25,2,A,True,1.0,0.2607,0.2605,0.2394,0.2394,0.729,0.3439,,stage4_8,cost_asr
26,2,F,False,0.0,0.2618,0.2616,0.2363,0.2404,-0.3439,0.3095,,stage4_8,cost_asr
27,1,D,False,0.0,0.2594,0.2449,0.2472,0.2484,-0.0531,0.0478,,stage4_8,cost_asr
28,1,F,False,0.0,0.2596,0.2451,0.2467,0.2486,-0.0478,0.043,,stage4_8,cost_asr
29,3,D,False,0.0,0.2811,0.2335,0.2383,0.2471,-0.4095,0.3686,6.343,stage4_7,cost_asr
30,1,F,False,0.0,0.2598,0.2452,0.2463,0.2487,-0.043,0.0387,,stage4_8,cost_asr
31,0,D,False,0.0,0.2698,0.242,0.2452,0.243,-0.1629,0.1466,,stage4_7,cost_asr
32,0,F,True,1.0,0.2667,0.2395,0.2533,0.2405,0.8534,0.2319,7.755,stage4_7,cost_asr
33,3,E,False,0.0,0.2825,0.2344,0.2393,0.2437,-0.3686,0.3317,,stage4_7,cost_asr
34,0,F,False,0.0,0.2675,0.2402,0.2511,0.2412,-0.2319,0.2088,,stage4_8,cost_asr
35,3,A,True,1.0,0.2891,0.2324,0.2371,0.2414,0.6683,0.3985,4.599,stage4_7,cost_asr
36,1,A,True,1.0,0.269,0.2422,0.2433,0.2456,0.9613,0.1349,8.848,stage4_7,cost_asr
37,2,E,False,0.0,0.2628,0.2626,0.2371,0.2375,-0.3095,0.2786,,stage4_7,cost_asr
38,1,D,False,0.0,0.2694,0.2409,0.2437,0.246,-0.1349,0.1214,,stage4_8,cost_asr
39,3,A,True,1.0,0.295,0.2305,0.2352,0.2394,0.6015,0.4587,4.599,stage4_7,cost_asr
40,0,E,False,0.0,0.2682,0.2408,0.2517,0.2393,-0.2088,0.1879,,stage4_7,cost_asr
41,2,F,False,0.0,0.2637,0.2635,0.2345,0.2383,-0.2786,0.2507,,stage4_8,cost_asr
42,1,F,False,0.0,0.2699,0.2413,0.2425,0.2463,-0.1214,0.1092,6.649,stage4_7,cost_asr
43,1,E,False,0.0,0.2703,0.2416,0.2428,0.2453,-0.1092,0.0983,,stage4_7,cost_asr
44,2,D,False,0.0,0.2646,0.2611,0.2353,0.239,-0.2507,0.2256,8.379,stage4_7,cost_asr
45,1,D,True,1.0,0.2671,0.25,0.2403,0.2427,0.9017,0.1885,14.812,stage4_7,cost_asr
46,0,E,False,0.0,0.2689,0.2413,0.2523,0.2375,-0.1879,0.1691,,stage4_7,cost_asr
47,1,A,False,0.0,0.2653,0.2507,0.2408,0.2433,-0.1885,0.1696,,stage4_8,cost_asr
48,3,E,True,1.0,0.2927,0.2291,0.2338,0.2444,0.5413,0.5128,,stage4_7,cost_asr
49,3,A,True,1.0,0.2975,0.2276,0.2322,0.2427,0.4872,0.5615,,stage4_8,cost_asr
50,1,F,False,0.0,0.2658,0.2512,0.2393,0.2437,-0.1696,0.1527,,stage4_8,cost_asr
51,0,F,False,0.0,0.2695,0.2418,0.2507,0.238,-0.1691,0.1522,,stage4_8,cost_asr
52,1,E,False,0.0,0.2664,0.2516,0.2397,0.2423,-0.1527,0.1374,,stage4_7,cost_asr
53,0,E,False,0.0,0.27,0.2422,0.2511,0.2366,-0.1522,0.137,,stage4_7,cost_asr
54,1,D,False,0.0,0.2668,0.2503,0.2401,0.2427,-0.1374,0.1237,,stage4_8,cost_asr
