step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,3,D,True,1.1,0.2465,0.2605,0.2465,0.2465,1.1,0.11,,stage4_8,cost_mechanistic
2,3,D,True,1.1,0.2433,0.27,0.2433,0.2433,0.99,0.209,,stage4_8,cost_mechanistic
3,3,F,True,1.1,0.2408,0.2668,0.2517,0.2408,0.891,0.2981,,stage4_8,cost_mechanistic
4,1,D,False,0.1,0.2497,0.2509,0.2497,0.2497,0.1,0.01,,stage4_8,cost_mechanistic
5,1,D,False,0.1,0.2494,0.2518,0.2494,0.2494,0.09,0.019,,stage4_8,cost_mechanistic
6,0,A,True,1.1,0.2605,0.2465,0.2465,0.2465,1.1,0.11,6.335,stage4_7,cost_mechanistic
7,1,D,False,0.1,0.2492,0.2525,0.2492,0.2492,0.081,0.0271,,stage4_8,cost_mechanistic
8,1,D,False,0.1,0.2489,0.2532,0.2489,0.2489,0.0729,0.0344,,stage4_8,cost_mechanistic
9,3,D,True,1.1,0.2382,0.2745,0.249,0.2382,0.8019,0.3783,,stage4_8,cost_mechanistic
10,3,A,True,1.1,0.245,0.2719,0.2468,0.2363,0.7217,0.4505,4.599,stage4_7,cost_mechanistic
11,2,D,True,1.1,0.2465,0.2605,0.2465,0.2465,1.1,0.11,,stage4_8,cost_mechanistic
12,1,D,False,0.1,0.2487,0.2539,0.2487,0.2487,0.0656,0.041,,stage4_8,cost_mechanistic
13,2,E,False,0.05,0.2467,0.2607,0.2467,0.246,-0.06,0.104,,stage4_7,cost_mechanistic
14,0,F,False,0.1,0.2605,0.2465,0.2464,0.2465,-0.01,0.109,6.768,stage4_7,cost_mechanistic
15,3,E,True,1.05,0.2433,0.2698,0.2451,0.2418,0.5995,0.5104,,stage4_7,cost_mechanistic
16,1,A,False,0.1,0.2493,0.2537,0.2485,0.2485,0.059,0.0469,,stage4_8,cost_mechanistic
17,2,A,True,1.1,0.2561,0.2573,0.2437,0.2429,0.996,0.2036,,stage4_8,cost_mechanistic
18,3,F,True,1.0999,0.2415,0.2677,0.2506,0.2401,0.5895,0.5694,,stage4_8,cost_mechanistic
19,3,A,True,1.1,0.2465,0.2658,0.249,0.2387,0.5306,0.6224,4.599,stage4_7,cost_mechanistic
20,1,A,False,0.1,0.2498,0.2535,0.2484,0.2484,0.0531,0.0522,,stage4_8,cost_mechanistic
21,0,F,True,1.1,0.2571,0.2435,0.2558,0.2435,0.991,0.2081,7.755,stage4_7,cost_mechanistic
22,2,A,True,1.1,0.2647,0.2542,0.2409,0.2402,0.8964,0.2932,,stage4_8,cost_mechanistic
23,3,D,False,0.1,0.2482,0.2609,0.2507,0.2402,-0.5224,0.5702,6.343,stage4_7,cost_mechanistic
24,3,A,True,1.1,0.2532,0.2591,0.2491,0.2387,0.5298,0.6232,,stage4_8,cost_mechanistic
25,0,A,True,1.1,0.2657,0.2408,0.2528,0.2408,0.8919,0.2973,4.688,stage4_7,cost_mechanistic
26,3,E,True,1.05,0.2518,0.2577,0.2478,0.2427,0.4268,0.6658,,stage4_7,cost_mechanistic
27,0,D,False,0.1,0.2663,0.239,0.2534,0.2413,-0.1973,0.2776,5.099,stage4_7,cost_mechanistic
28,1,D,False,0.1,0.2496,0.2539,0.2482,0.2482,0.0478,0.057,,stage4_8,cost_mechanistic
29,2,E,True,1.05,0.2621,0.2518,0.2388,0.2473,0.7568,0.3689,,stage4_7,cost_mechanistic
30,3,E,True,1.05,0.2507,0.2564,0.2467,0.2462,0.3842,0.7043,,stage4_7,cost_mechanistic
31,0,A,True,1.1,0.2743,0.2364,0.2505,0.2388,0.8224,0.3598,,stage4_8,cost_mechanistic
32,1,D,True,1.1,0.2463,0.2639,0.2449,0.2449,1.043,0.1613,14.812,stage4_7,cost_mechanistic
33,0,A,True,1.1,0.2815,0.2341,0.248,0.2364,0.7402,0.4338,4.688,stage4_7,cost_mechanistic
34,1,E,False,-0.25,0.2475,0.2653,0.2461,0.2411,-0.4113,0.1201,,stage4_7,cost_mechanistic
35,0,D,False,-0.25,0.284,0.2279,0.2499,0.2382,-0.6838,0.3654,,stage4_7,cost_mechanistic
36,3,E,True,1.05,0.2496,0.2553,0.2456,0.2495,0.3457,0.7388,,stage4_7,cost_mechanistic
37,2,E,False,0.05,0.2632,0.2528,0.2397,0.2443,-0.3189,0.337,,stage4_7,cost_mechanistic
38,2,A,True,1.1,0.2705,0.2503,0.2373,0.2419,0.763,0.4133,6.285,stage4_7,cost_mechanistic
39,1,A,True,1.1,0.2568,0.2618,0.2431,0.2383,0.9799,0.2181,8.848,stage4_7,cost_mechanistic
40,1,F,False,0.0114,0.2574,0.2625,0.2412,0.2388,-0.2067,0.1974,,stage4_8,cost_mechanistic
