step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,3,E,True,1.0,0.2468,0.2468,0.2468,0.2595,1.0,0.1,,stage4_7,cost_asr
2,0,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_asr
3,3,D,True,1.0,0.2441,0.2553,0.2441,0.2565,0.9,0.19,,stage4_8,cost_asr
4,0,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
5,2,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,5.957,stage4_7,cost_asr
6,0,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,8.514,stage4_7,cost_asr
7,1,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,6.075,stage4_7,cost_asr
8,3,E,True,1.0,0.2416,0.2526,0.2416,0.2642,0.81,0.271,,stage4_7,cost_asr
9,2,D,True,1.0,0.2565,0.2553,0.2441,0.2441,0.9,0.19,,stage4_8,cost_asr
10,3,E,True,1.0,0.2393,0.2501,0.2393,0.2712,0.729,0.3439,,stage4_7,cost_asr
11,3,D,True,1.0,0.2374,0.2563,0.2374,0.2688,0.6561,0.4095,,stage4_8,cost_asr
12,2,E,False,0.0,0.2571,0.2559,0.2446,0.2423,-0.19,0.171,,stage4_7,cost_asr
13,1,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,8.025,stage4_7,cost_asr
14,3,D,True,1.0,0.2357,0.262,0.2357,0.2666,0.5905,0.4686,,stage4_8,cost_asr
15,2,F,True,1.0,0.2544,0.2533,0.2524,0.2399,0.829,0.2539,,stage4_8,cost_asr
16,3,F,True,1.0,0.2343,0.2602,0.2406,0.2648,0.5314,0.5217,,stage4_8,cost_asr
17,1,A,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
18,1,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,16.048,stage4_7,cost_asr
19,2,E,True,1.0,0.252,0.2509,0.2501,0.2469,0.7461,0.3285,,stage4_7,cost_asr
