step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,0,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,,stage4_8,cost_l22_deflect
2,2,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_l22_deflect
3,0,F,False,0.0619,0.2596,0.247,0.2465,0.247,-0.0381,0.0962,6.768,stage4_7,cost_l22_deflect
4,3,D,False,0.0929,0.2497,0.2509,0.2497,0.2497,0.0929,0.0093,6.343,stage4_7,cost_l22_deflect
5,0,F,False,-0.0654,0.2602,0.2474,0.245,0.2474,-0.1615,0.08,8.514,stage4_7,cost_l22_deflect
6,2,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_l22_deflect
7,3,E,True,1.0,0.2466,0.2477,0.2466,0.2591,0.9907,0.1084,,stage4_7,cost_l22_deflect
8,0,E,False,-0.3,0.2614,0.2486,0.2461,0.2439,-0.38,0.042,,stage4_7,cost_l22_deflect
9,3,F,True,1.0,0.2439,0.245,0.255,0.2561,0.8916,0.1975,,stage4_8,cost_l22_deflect
10,3,A,True,1.0,0.2514,0.2426,0.2524,0.2535,0.8025,0.2778,,stage4_8,cost_l22_deflect
11,1,A,True,1.2347,0.2618,0.2461,0.2461,0.2461,1.2347,0.1235,4.398,stage4_7,cost_l22_deflect
12,1,D,False,0.0,0.2622,0.2449,0.2464,0.2464,-0.1235,0.1111,,stage4_8,cost_l22_deflect
13,0,E,False,0.0,0.2616,0.2487,0.2462,0.2435,-0.042,0.0378,,stage4_7,cost_l22_deflect
14,0,D,False,0.0,0.2617,0.2484,0.2463,0.2436,-0.0378,0.034,,stage4_8,cost_l22_deflect
15,0,A,True,1.0,0.271,0.2452,0.2432,0.2406,0.966,0.1306,,stage4_8,cost_l22_deflect
16,3,D,True,1.0,0.2492,0.2494,0.2502,0.2513,0.7222,0.35,,stage4_8,cost_l22_deflect
17,3,F,False,0.1037,0.2499,0.2501,0.2479,0.252,-0.2463,0.3254,6.195,stage4_7,cost_l22_deflect
18,3,D,True,0.9577,0.248,0.2561,0.2459,0.25,0.6324,0.3886,8.197,stage4_7,cost_l22_deflect
19,2,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,,stage4_8,cost_l22_deflect
20,1,F,False,-0.6146,0.2646,0.2471,0.2397,0.2486,-0.7257,0.0386,16.048,stage4_7,cost_l22_deflect
21,3,F,True,1.0,0.2461,0.2541,0.2517,0.2481,0.6114,0.4497,,stage4_8,cost_l22_deflect
22,3,D,True,1.0516,0.2442,0.2598,0.2497,0.2462,0.6018,0.5099,6.91,stage4_7,cost_l22_deflect
23,1,D,False,0.0,0.2647,0.2467,0.2398,0.2487,-0.0386,0.0347,,stage4_8,cost_l22_deflect
24,0,A,True,1.0,0.2794,0.2423,0.2404,0.2378,0.8694,0.2176,,stage4_8,cost_l22_deflect
25,0,E,False,0.0,0.2802,0.2429,0.241,0.2358,-0.2176,0.1958,,stage4_7,cost_l22_deflect
26,3,D,False,0.0929,0.2455,0.2559,0.2511,0.2475,-0.417,0.4682,6.343,stage4_7,cost_l22_deflect
27,3,F,True,1.0,0.2439,0.2542,0.2561,0.2459,0.5318,0.5214,,stage4_8,cost_l22_deflect
28,2,F,False,0.0,0.2598,0.2471,0.2459,0.2471,-0.1,0.09,,stage4_8,cost_l22_deflect
29,0,A,True,1.0,0.2881,0.2403,0.2384,0.2333,0.8042,0.2762,,stage4_8,cost_l22_deflect
30,2,D,True,1.0,0.2568,0.2557,0.2432,0.2444,0.91,0.181,,stage4_8,cost_l22_deflect
31,2,D,True,0.9734,0.2541,0.2633,0.2407,0.2419,0.7924,0.2602,7.982,stage4_7,cost_l22_deflect
32,3,A,True,1.0,0.2484,0.2526,0.2545,0.2445,0.4786,0.5693,,stage4_8,cost_l22_deflect
33,1,A,False,0.0,0.2644,0.2468,0.24,0.2488,-0.0347,0.0312,,stage4_8,cost_l22_deflect
34,0,A,True,1.0,0.2952,0.2378,0.236,0.231,0.7238,0.3486,,stage4_8,cost_l22_deflect
35,3,D,True,1.0,0.247,0.2567,0.2531,0.2432,0.4307,0.6123,,stage4_8,cost_l22_deflect
36,1,D,False,0.1124,0.2641,0.2476,0.2397,0.2486,0.0812,0.0393,6.075,stage4_7,cost_l22_deflect
37,3,A,True,1.0,0.2507,0.2554,0.2519,0.242,0.3877,0.6511,,stage4_8,cost_l22_deflect
38,2,F,True,0.8806,0.2521,0.2612,0.2465,0.2402,0.6204,0.3223,9.255,stage4_7,cost_l22_deflect
39,0,F,False,0.0,0.2966,0.2388,0.2328,0.2319,-0.3486,0.3138,,stage4_8,cost_l22_deflect
40,0,F,False,0.0,0.2979,0.2396,0.2299,0.2326,-0.3138,0.2824,,stage4_8,cost_l22_deflect
