step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,0,D,False,0.1,0.2497,0.2509,0.2497,0.2497,0.1,0.01,,stage4_8,cost_mechanistic
2,0,E,False,-0.25,0.2505,0.2518,0.2505,0.2473,-0.26,-0.016,,stage4_7,cost_mechanistic
3,2,F,False,0.0918,0.2497,0.2497,0.2509,0.2497,0.0918,0.0092,,stage4_8,cost_mechanistic
4,0,E,False,0.05,0.2503,0.2515,0.2503,0.2479,0.066,-0.0094,,stage4_7,cost_mechanistic
5,0,F,False,0.1,0.2499,0.2512,0.2513,0.2475,0.1094,0.0015,,stage4_8,cost_mechanistic
6,1,E,False,-0.25,0.2508,0.2508,0.2508,0.2477,-0.25,-0.025,,stage4_7,cost_mechanistic
7,1,D,True,1.1,0.2472,0.2615,0.2472,0.2442,1.125,0.0875,14.812,stage4_7,cost_mechanistic
8,3,F,True,1.1,0.2465,0.2465,0.2605,0.2465,1.1,0.11,,stage4_8,cost_mechanistic
9,3,D,True,1.1,0.2435,0.2559,0.2571,0.2435,0.99,0.209,6.91,stage4_7,cost_mechanistic
10,3,F,True,1.0997,0.2408,0.2528,0.2656,0.2408,0.8907,0.2981,,stage4_8,cost_mechanistic
11,1,D,False,0.1,0.2471,0.2616,0.2471,0.2441,0.0125,0.0887,6.075,stage4_7,cost_mechanistic
12,1,E,True,1.05,0.2442,0.2584,0.2442,0.2532,0.9613,0.1849,,stage4_7,cost_mechanistic
13,0,E,False,-0.25,0.2507,0.252,0.2521,0.2452,-0.2515,-0.0236,,stage4_7,cost_mechanistic
14,2,F,False,0.0254,0.2497,0.2497,0.251,0.2497,0.0162,0.0108,6.928,stage4_7,cost_mechanistic
15,0,F,False,0.1,0.2503,0.2516,0.2533,0.2448,0.1236,-0.0113,8.514,stage4_7,cost_mechanistic
16,1,A,False,0.1,0.2435,0.2586,0.2445,0.2534,-0.0849,0.1764,,stage4_8,cost_mechanistic
17,3,E,True,1.05,0.2387,0.2505,0.263,0.2478,0.7519,0.3733,,stage4_7,cost_mechanistic
