step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,3,A,True,1.1,0.2605,0.2465,0.2465,0.2465,1.1,0.11,,stage4_8,cost_mechanistic
2,0,D,False,0.1,0.2497,0.2509,0.2497,0.2497,0.1,0.01,,stage4_8,cost_mechanistic
3,3,A,True,1.1,0.27,0.2433,0.2433,0.2433,0.99,0.209,,stage4_8,cost_mechanistic
4,0,F,False,0.1,0.2494,0.2507,0.2505,0.2494,0.09,0.019,,stage4_8,cost_mechanistic
5,0,E,False,-0.25,0.2502,0.2515,0.2514,0.2469,-0.269,-0.0079,,stage4_7,cost_mechanistic
6,0,E,False,-0.25,0.251,0.2522,0.2521,0.2446,-0.2421,-0.0321,,stage4_7,cost_mechanistic
7,1,F,False,0.0984,0.2497,0.2497,0.2509,0.2497,0.0984,0.0098,16.048,stage4_7,cost_mechanistic
8,2,E,False,0.05,0.2498,0.2498,0.2498,0.2505,0.05,0.005,,stage4_7,cost_mechanistic
9,1,E,True,1.05,0.2464,0.2464,0.2476,0.2596,1.0402,0.1139,,stage4_7,cost_mechanistic
10,0,A,True,1.1,0.2618,0.2486,0.2485,0.2412,1.1321,0.0811,,stage4_8,cost_mechanistic
11,0,A,True,1.1,0.2716,0.2453,0.2451,0.238,1.0189,0.183,,stage4_8,cost_mechanistic
12,3,A,True,1.1,0.2786,0.2405,0.2405,0.2405,0.891,0.2981,4.599,stage4_7,cost_mechanistic
13,3,F,False,0.1,0.2793,0.241,0.2386,0.241,-0.1981,0.2783,6.195,stage4_7,cost_mechanistic
14,1,F,False,0.1,0.2465,0.2465,0.2475,0.2596,-0.0139,0.1125,,stage4_8,cost_mechanistic
15,3,A,True,1.1,0.2873,0.2383,0.236,0.2383,0.8217,0.3605,8.706,stage4_7,cost_mechanistic
16,1,E,False,-0.25,0.2476,0.2476,0.2486,0.2562,-0.3625,0.0762,,stage4_7,cost_mechanistic
17,2,F,False,0.0254,0.2498,0.2498,0.25,0.2504,0.0204,0.007,6.928,stage4_7,cost_mechanistic
18,3,D,False,0.1,0.2884,0.2359,0.2367,0.239,-0.2605,0.3344,6.343,stage4_7,cost_mechanistic
19,0,D,False,-0.25,0.2731,0.2412,0.2464,0.2392,-0.433,0.1397,,stage4_7,cost_mechanistic
20,1,A,True,1.1,0.2573,0.2444,0.2455,0.2528,1.0238,0.1786,8.848,stage4_7,cost_mechanistic
21,0,F,False,0.1,0.2733,0.2414,0.246,0.2394,-0.0397,0.1357,,stage4_8,cost_mechanistic
22,1,E,False,-0.25,0.2587,0.2457,0.2468,0.2488,-0.4286,0.1357,,stage4_7,cost_mechanistic
23,1,A,False,0.1,0.2584,0.2458,0.2469,0.2489,-0.0357,0.1322,,stage4_8,cost_mechanistic
24,3,F,True,1.0997,0.2853,0.2339,0.2438,0.2369,0.7653,0.4109,,stage4_8,cost_mechanistic
25,1,D,True,1.1,0.2552,0.255,0.2439,0.2459,0.9678,0.2289,14.812,stage4_7,cost_mechanistic
26,2,E,False,0.05,0.2496,0.2496,0.2499,0.2508,0.043,0.0113,,stage4_7,cost_mechanistic
27,3,D,False,0.1,0.2865,0.2311,0.2447,0.2378,-0.3109,0.3799,6.343,stage4_7,cost_mechanistic
28,1,E,False,0.05,0.2557,0.2555,0.2445,0.2443,-0.1789,0.2111,,stage4_7,cost_mechanistic
29,1,D,False,0.0995,0.2561,0.2545,0.2448,0.2446,-0.1115,0.1999,14.068,stage4_7,cost_mechanistic
30,0,D,False,0.1,0.2734,0.241,0.2461,0.2394,-0.0357,0.1322,,stage4_8,cost_mechanistic
31,1,D,True,1.1,0.2531,0.2631,0.242,0.2418,0.9001,0.2899,14.812,stage4_7,cost_mechanistic
32,0,D,False,0.1,0.2735,0.2407,0.2462,0.2395,-0.0322,0.1289,,stage4_8,cost_mechanistic
33,3,E,False,0.05,0.2878,0.2319,0.2456,0.2347,-0.3299,0.3469,,stage4_7,cost_mechanistic
34,2,D,True,1.1,0.2462,0.26,0.2465,0.2473,1.0887,0.1202,6.599,stage4_7,cost_mechanistic
35,1,D,False,0.1,0.2537,0.2613,0.2426,0.2424,-0.1899,0.2709,,stage4_8,cost_mechanistic
36,2,D,True,1.1,0.2431,0.2694,0.2433,0.2442,0.9798,0.2182,,stage4_8,cost_mechanistic
37,0,A,False,0.0998,0.2732,0.2408,0.2463,0.2396,-0.0291,0.126,5.045,stage4_7,cost_mechanistic
38,0,E,False,-0.25,0.2746,0.2418,0.2474,0.2362,-0.376,0.0884,,stage4_7,cost_mechanistic
39,1,A,False,0.1,0.2521,0.2619,0.2431,0.2429,-0.1709,0.2538,,stage4_8,cost_mechanistic
40,2,F,False,0.0907,0.2435,0.2698,0.2421,0.2446,-0.1275,0.2054,,stage4_8,cost_mechanistic
41,2,F,True,1.1,0.2409,0.2667,0.2505,0.2419,0.8946,0.2949,,stage4_8,cost_mechanistic
42,1,D,False,0.1,0.2526,0.2604,0.2436,0.2434,-0.1538,0.2384,6.075,stage4_7,cost_mechanistic
43,1,E,True,1.05,0.2501,0.2577,0.2412,0.251,0.8116,0.3196,,stage4_7,cost_mechanistic
44,0,F,False,0.1,0.2745,0.2418,0.2475,0.2361,0.0116,0.0896,,stage4_8,cost_mechanistic
45,2,F,False,0.1,0.2414,0.2673,0.2487,0.2425,-0.1949,0.2754,7.929,stage4_7,cost_mechanistic
46,3,A,True,1.1,0.2952,0.2295,0.243,0.2323,0.7531,0.4222,4.599,stage4_7,cost_mechanistic
47,1,E,True,1.05,0.2477,0.2552,0.2391,0.2579,0.7304,0.3926,,stage4_7,cost_mechanistic
48,1,E,True,1.05,0.2457,0.253,0.2371,0.2642,0.6574,0.4584,,stage4_7,cost_mechanistic
49,3,E,True,1.05,0.2926,0.228,0.2412,0.2381,0.6278,0.485,,stage4_7,cost_mechanistic
50,1,D,False,0.0995,0.2467,0.2497,0.2381,0.2655,-0.3589,0.4225,14.068,stage4_7,cost_mechanistic
51,0,D,False,0.1,0.2745,0.2419,0.2475,0.2361,0.0104,0.0906,,stage4_8,cost_mechanistic
52,0,A,True,1.1,0.2843,0.2386,0.2441,0.233,1.0094,0.1916,4.688,stage4_7,cost_mechanistic
53,2,F,True,1.0997,0.239,0.2644,0.2565,0.2401,0.8243,0.3578,9.255,stage4_7,cost_mechanistic
54,2,E,False,0.05,0.2399,0.2654,0.2575,0.2372,-0.3078,0.327,,stage4_7,cost_mechanistic
55,2,A,False,0.1,0.2378,0.2662,0.2582,0.2379,-0.227,0.3043,,stage4_8,cost_mechanistic
56,3,F,True,1.1,0.2901,0.2265,0.247,0.2364,0.615,0.5465,,stage4_8,cost_mechanistic
57,2,D,False,0.1,0.2384,0.2642,0.2589,0.2385,-0.2043,0.2839,8.379,stage4_7,cost_mechanistic
58,1,A,False,0.1,0.2437,0.2506,0.239,0.2666,-0.3225,0.3902,,stage4_8,cost_mechanistic
59,2,E,True,1.05,0.2363,0.2617,0.2565,0.2456,0.7661,0.3605,,stage4_7,cost_mechanistic
60,1,F,False,0.0998,0.2446,0.2515,0.2363,0.2676,-0.2905,0.3612,,stage4_8,cost_mechanistic
61,3,D,True,1.1,0.2879,0.2315,0.2455,0.235,0.5535,0.6018,,stage4_8,cost_mechanistic
62,2,E,True,1.05,0.2344,0.2593,0.2542,0.2521,0.6895,0.4295,,stage4_7,cost_mechanistic
63,0,E,False,0.05,0.2849,0.239,0.2444,0.2317,-0.1416,0.1774,,stage4_7,cost_mechanistic
64,2,E,False,0.05,0.2354,0.2606,0.2554,0.2485,-0.3795,0.3915,,stage4_7,cost_mechanistic
65,1,E,False,-0.25,0.2465,0.2536,0.2382,0.2618,-0.6112,0.3001,,stage4_7,cost_mechanistic
66,1,A,True,1.1,0.254,0.251,0.2359,0.259,0.7999,0.3801,8.848,stage4_7,cost_mechanistic
67,1,F,False,0.0984,0.2549,0.2518,0.2333,0.2599,-0.2817,0.3519,16.048,stage4_7,cost_mechanistic
68,1,D,False,0.1,0.2557,0.2495,0.234,0.2608,-0.2519,0.3267,,stage4_8,cost_mechanistic
69,1,D,True,1.1,0.2532,0.2568,0.2319,0.2581,0.7733,0.404,14.812,stage4_7,cost_mechanistic
70,0,F,False,0.1,0.2852,0.2392,0.2437,0.2319,-0.0774,0.1697,,stage4_8,cost_mechanistic
71,0,E,False,0.05,0.2856,0.2395,0.2441,0.2308,-0.1197,0.1577,,stage4_7,cost_mechanistic
72,0,A,True,1.1,0.2949,0.2364,0.2408,0.2279,0.9423,0.2519,,stage4_8,cost_mechanistic
73,2,A,False,0.1,0.2328,0.2615,0.2563,0.2494,-0.2915,0.3624,,stage4_8,cost_mechanistic
74,3,D,True,1.1,0.286,0.2361,0.2441,0.2338,0.4982,0.6516,8.197,stage4_7,cost_mechanistic
75,3,E,True,1.05,0.2845,0.2351,0.243,0.2374,0.3984,0.6915,,stage4_7,cost_mechanistic
76,2,A,True,1.1,0.2396,0.2592,0.254,0.2472,0.7376,0.4361,,stage4_8,cost_mechanistic
77,2,F,False,0.0254,0.2408,0.2606,0.2502,0.2485,-0.4107,0.3951,6.928,stage4_7,cost_mechanistic
78,3,A,True,1.1,0.2885,0.2338,0.2416,0.2361,0.4085,0.7323,,stage4_8,cost_mechanistic
79,0,A,True,1.1,0.3032,0.2336,0.2379,0.2253,0.8481,0.3367,6.335,stage4_7,cost_mechanistic
80,0,A,False,0.0998,0.3009,0.2344,0.2387,0.226,-0.2369,0.313,5.045,stage4_7,cost_mechanistic
81,0,A,True,1.1,0.3087,0.2318,0.236,0.2235,0.787,0.3917,,stage4_8,cost_mechanistic
82,1,D,False,0.1,0.2542,0.2539,0.2327,0.2592,-0.304,0.3736,,stage4_8,cost_mechanistic
83,3,F,True,1.0986,0.287,0.2328,0.245,0.2351,0.3662,0.7689,10.282,stage4_7,cost_mechanistic
84,2,E,False,0.05,0.2417,0.2617,0.2513,0.2453,-0.3451,0.3605,,stage4_7,cost_mechanistic
85,0,D,False,-0.25,0.3115,0.2259,0.2376,0.225,-0.6417,0.3276,,stage4_7,cost_mechanistic
86,1,D,True,1.1,0.2518,0.2608,0.2307,0.2567,0.7264,0.4463,14.812,stage4_7,cost_mechanistic
87,0,A,True,1.1,0.3191,0.2235,0.2349,0.2225,0.7724,0.4048,,stage4_8,cost_mechanistic
88,0,A,True,1.1,0.326,0.2212,0.2325,0.2203,0.6952,0.4743,,stage4_8,cost_mechanistic
89,0,A,True,1.1,0.3322,0.2192,0.2303,0.2183,0.6257,0.5369,,stage4_8,cost_mechanistic
90,1,F,False,0.0901,0.2528,0.2619,0.2275,0.2578,-0.3562,0.4106,,stage4_8,cost_mechanistic
91,3,E,True,1.05,0.2859,0.2321,0.2442,0.2377,0.2811,0.7971,,stage4_7,cost_mechanistic
92,0,A,True,1.1,0.3378,0.2174,0.2283,0.2165,0.5631,0.5932,,stage4_8,cost_mechanistic
93,0,E,False,0.05,0.3405,0.2184,0.2294,0.2117,-0.5432,0.5389,,stage4_7,cost_mechanistic
94,2,F,True,1.0973,0.2396,0.2592,0.2582,0.243,0.7368,0.4342,,stage4_8,cost_mechanistic
95,2,A,True,1.1,0.2458,0.257,0.2561,0.2411,0.6658,0.5008,,stage4_8,cost_mechanistic
96,3,F,True,1.1,0.2847,0.2313,0.2471,0.2369,0.3029,0.8273,,stage4_8,cost_mechanistic
97,1,D,False,0.1,0.2538,0.259,0.2283,0.2588,-0.3106,0.3796,,stage4_8,cost_mechanistic
98,2,A,True,1.1,0.2514,0.255,0.2542,0.2394,0.5992,0.5607,8.152,stage4_7,cost_mechanistic
99,0,E,False,0.05,0.3429,0.2193,0.2304,0.2074,-0.4889,0.49,,stage4_7,cost_mechanistic
100,0,A,False,0.1,0.3391,0.2206,0.2318,0.2085,-0.39,0.451,,stage4_8,cost_mechanistic
101,0,E,False,0.05,0.341,0.2213,0.2326,0.205,-0.401,0.4109,,stage4_7,cost_mechanistic
102,3,E,False,0.05,0.2876,0.2332,0.2493,0.2298,-0.7773,0.7496,,stage4_7,cost_mechanistic
103,2,D,True,1.1,0.2496,0.2602,0.2524,0.2378,0.5393,0.6146,,stage4_8,cost_mechanistic
104,0,A,True,1.1,0.3479,0.219,0.2301,0.203,0.6891,0.4798,,stage4_8,cost_mechanistic
105,0,A,True,1.1,0.354,0.2169,0.2279,0.2012,0.6202,0.5418,,stage4_8,cost_mechanistic
106,1,A,False,0.1,0.2512,0.2599,0.2291,0.2598,-0.2796,0.3516,4.782,stage4_7,cost_mechanistic
107,1,E,False,0.05,0.2522,0.261,0.2299,0.2569,-0.3016,0.3215,,stage4_7,cost_mechanistic
108,3,A,True,1.1,0.2911,0.2321,0.248,0.2287,0.3504,0.7847,,stage4_8,cost_mechanistic
109,0,F,False,0.1,0.3565,0.2178,0.2238,0.2019,-0.4418,0.4976,8.514,stage4_7,cost_mechanistic
