step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,1,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
2,3,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,6.166,stage4_7,cost_asr
3,3,F,True,1.0,0.2565,0.2441,0.2553,0.2441,0.9,0.19,,stage4_8,cost_asr
4,2,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,5.957,stage4_7,cost_asr
5,1,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,16.048,stage4_7,cost_asr
6,3,D,False,0.0,0.2571,0.2423,0.2559,0.2446,-0.19,0.171,6.343,stage4_7,cost_asr
7,0,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,,stage4_8,cost_asr
8,2,F,True,1.0,0.2565,0.2441,0.2553,0.2441,0.9,0.19,9.255,stage4_7,cost_asr
9,2,A,False,0.0,0.2547,0.2447,0.256,0.2447,-0.19,0.171,,stage4_8,cost_asr
10,0,D,False,0.0,0.2598,0.2459,0.2471,0.2471,-0.1,0.09,5.099,stage4_7,cost_asr
11,2,A,True,1.0,0.2626,0.2421,0.2532,0.2421,0.829,0.2539,8.152,stage4_7,cost_asr
12,2,A,True,1.0,0.2697,0.2398,0.2506,0.2398,0.7461,0.3285,,stage4_8,cost_asr
13,1,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
14,1,E,True,1.0,0.2468,0.2468,0.2468,0.2595,1.0,0.1,,stage4_7,cost_asr
15,1,A,False,0.0,0.2459,0.2471,0.2471,0.2598,-0.1,0.09,,stage4_8,cost_asr
16,1,A,True,1.0,0.2545,0.2444,0.2444,0.2568,0.91,0.181,4.398,stage4_7,cost_asr
17,1,F,False,0.0,0.2551,0.2449,0.2427,0.2574,-0.181,0.1629,,stage4_8,cost_asr
18,1,E,True,1.0,0.2522,0.2423,0.2401,0.2654,0.8371,0.2466,,stage4_7,cost_asr
19,2,F,False,0.0,0.2709,0.2407,0.2476,0.2407,-0.3285,0.2957,7.929,stage4_7,cost_asr
20,0,D,False,0.0,0.2601,0.2451,0.2474,0.2474,-0.09,0.081,,stage4_8,cost_asr
21,0,E,False,0.0,0.2604,0.2453,0.2477,0.2467,-0.081,0.0729,,stage4_7,cost_asr
22,1,A,True,1.0,0.2594,0.24,0.2379,0.2627,0.7534,0.3219,8.848,stage4_7,cost_asr
23,0,E,False,0.0,0.2606,0.2455,0.2479,0.246,-0.0729,0.0656,,stage4_7,cost_asr
24,3,D,True,1.0,0.2544,0.2501,0.2533,0.2422,0.829,0.2539,,stage4_8,cost_asr
25,1,A,True,1.0,0.2659,0.238,0.2359,0.2602,0.6781,0.3898,8.848,stage4_7,cost_asr
26,1,A,False,0.0,0.2622,0.2392,0.2371,0.2616,-0.3898,0.3508,,stage4_8,cost_asr
27,3,D,True,1.0,0.252,0.2572,0.2509,0.24,0.7461,0.3285,8.197,stage4_7,cost_asr
28,2,E,False,0.0,0.272,0.2416,0.2484,0.238,-0.2957,0.2661,,stage4_7,cost_asr
29,0,A,False,0.0,0.26,0.2457,0.2481,0.2462,-0.0656,0.059,5.045,stage4_7,cost_asr
30,1,F,False,0.0,0.2633,0.2401,0.2338,0.2627,-0.3508,0.3157,,stage4_8,cost_asr
31,2,F,False,0.0,0.2729,0.2423,0.246,0.2388,-0.2661,0.2395,,stage4_8,cost_asr
32,3,D,True,1.0,0.2497,0.2636,0.2487,0.238,0.6715,0.3957,6.91,stage4_7,cost_asr
33,3,F,False,0.0,0.251,0.2649,0.245,0.2391,-0.3957,0.3561,6.195,stage4_7,cost_asr
34,1,A,False,0.0,0.2603,0.2411,0.2348,0.2639,-0.3157,0.2841,,stage4_8,cost_asr
35,0,A,False,0.0,0.2595,0.2459,0.2483,0.2464,-0.059,0.0531,5.045,stage4_7,cost_asr
36,2,A,True,1.0,0.2803,0.2399,0.2434,0.2364,0.7605,0.3155,8.152,stage4_7,cost_asr
37,3,F,True,1.0,0.249,0.2627,0.251,0.2373,0.6439,0.4205,,stage4_8,cost_asr
38,2,D,True,1.0,0.2777,0.2463,0.2415,0.2345,0.6845,0.384,,stage4_8,cost_asr
39,2,D,False,0.0,0.2792,0.2427,0.2426,0.2356,-0.384,0.3456,8.379,stage4_7,cost_asr
40,0,F,True,1.0,0.2563,0.243,0.2572,0.2435,0.9469,0.1478,7.755,stage4_7,cost_asr
41,3,D,True,1.0,0.2471,0.2683,0.2491,0.2356,0.5795,0.4784,8.197,stage4_7,cost_asr
42,2,D,True,1.0,0.2767,0.2488,0.2407,0.2338,0.6544,0.411,,stage4_8,cost_asr
