step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,2,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_l22_deflect
2,1,F,False,-0.6146,0.2519,0.2519,0.2443,0.2519,-0.6146,-0.0615,16.048,stage4_7,cost_l22_deflect
3,2,D,True,1.0,0.2468,0.2595,0.2468,0.2468,1.0,0.1,,stage4_8,cost_l22_deflect
4,1,A,False,0.0,0.2525,0.2517,0.2441,0.2517,0.0615,-0.0553,,stage4_8,cost_l22_deflect
5,1,E,False,0.0,0.2523,0.2515,0.2439,0.2522,0.0553,-0.0498,,stage4_7,cost_l22_deflect
6,2,D,True,1.0742,0.2437,0.2688,0.2437,0.2437,0.9742,0.1974,6.599,stage4_7,cost_l22_deflect
7,2,E,False,0.0,0.2443,0.2695,0.2443,0.2419,-0.1974,0.1777,,stage4_7,cost_l22_deflect
8,3,E,True,1.0,0.2468,0.2468,0.2468,0.2595,1.0,0.1,,stage4_7,cost_l22_deflect
9,1,E,True,1.0,0.2489,0.2481,0.2407,0.2622,1.0498,0.0552,,stage4_7,cost_l22_deflect
10,2,E,False,0.0,0.2448,0.2702,0.2448,0.2402,-0.1777,0.1599,,stage4_7,cost_l22_deflect
11,3,D,True,1.0,0.2441,0.2553,0.2441,0.2565,0.9,0.19,,stage4_8,cost_l22_deflect
12,3,A,True,1.0,0.2517,0.2527,0.2417,0.2538,0.81,0.271,,stage4_8,cost_l22_deflect
13,2,F,True,1.0,0.2423,0.2671,0.2527,0.2379,0.8401,0.2439,,stage4_8,cost_l22_deflect
14,1,F,False,0.0,0.2491,0.2483,0.2402,0.2624,-0.0552,0.0497,,stage4_8,cost_l22_deflect
15,3,F,True,1.0,0.2495,0.2505,0.2485,0.2515,0.729,0.3439,,stage4_8,cost_l22_deflect
16,0,E,False,-0.3,0.2509,0.2509,0.2509,0.2472,-0.3,-0.03,,stage4_7,cost_l22_deflect
17,0,D,False,0.1026,0.2505,0.2522,0.2505,0.2468,0.1326,-0.0167,6.21,stage4_7,cost_l22_deflect
18,3,D,True,1.0516,0.2472,0.2572,0.2463,0.2493,0.7077,0.4147,6.91,stage4_7,cost_l22_deflect
19,1,F,False,-0.0297,0.2493,0.2485,0.2395,0.2627,-0.0794,0.0417,8.025,stage4_7,cost_l22_deflect
20,1,F,False,-0.6146,0.2512,0.2505,0.2335,0.2648,-0.6563,-0.0239,16.048,stage4_7,cost_l22_deflect
21,0,F,False,0.0,0.2505,0.2521,0.2507,0.2467,0.0167,-0.0151,,stage4_8,cost_l22_deflect
22,0,F,False,0.0,0.2504,0.2521,0.2508,0.2467,0.0151,-0.0136,,stage4_8,cost_l22_deflect
23,3,A,True,1.1058,0.2537,0.2549,0.2442,0.2471,0.6911,0.4838,6.166,stage4_7,cost_l22_deflect
24,0,F,False,0.0,0.2504,0.252,0.2509,0.2467,0.0136,-0.0122,,stage4_8,cost_l22_deflect
25,0,E,False,0.0,0.2503,0.252,0.2509,0.2468,0.0122,-0.011,,stage4_7,cost_l22_deflect
26,3,E,True,1.0,0.2521,0.2532,0.2427,0.252,0.5162,0.5354,,stage4_7,cost_l22_deflect
27,2,E,True,1.0,0.2402,0.2645,0.2504,0.2449,0.7561,0.3195,,stage4_7,cost_l22_deflect
28,3,D,True,0.9577,0.2507,0.2572,0.2414,0.2506,0.4223,0.5776,8.197,stage4_7,cost_l22_deflect
29,3,A,True,0.9206,0.254,0.2561,0.2404,0.2495,0.343,0.6119,8.706,stage4_7,cost_l22_deflect
30,1,F,False,0.0,0.2512,0.2504,0.2337,0.2647,0.0239,-0.0215,,stage4_8,cost_l22_deflect
31,0,E,False,-0.3,0.2512,0.2529,0.2518,0.2441,-0.289,-0.0399,,stage4_7,cost_l22_deflect
32,3,E,True,1.0,0.2527,0.2548,0.2393,0.2532,0.3881,0.6507,,stage4_7,cost_l22_deflect
33,3,D,True,1.0,0.2516,0.2581,0.2383,0.2521,0.3493,0.6857,,stage4_8,cost_l22_deflect
34,0,F,False,0.0,0.2511,0.2528,0.2522,0.244,0.0399,-0.0359,,stage4_8,cost_l22_deflect
35,3,A,True,0.9206,0.2538,0.2573,0.2376,0.2513,0.235,0.7092,8.706,stage4_7,cost_l22_deflect
36,3,E,True,1.0,0.2528,0.2563,0.2368,0.254,0.2908,0.7382,,stage4_7,cost_l22_deflect
37,0,D,False,0.1836,0.2504,0.2548,0.2515,0.2433,0.2195,-0.0139,5.099,stage4_7,cost_l22_deflect
38,3,F,False,-0.3,0.2559,0.2595,0.2274,0.2572,-1.0382,0.6344,,stage4_7,cost_l22_deflect
39,3,A,True,1.0,0.2594,0.2583,0.2264,0.2559,0.3656,0.671,,stage4_8,cost_l22_deflect
40,0,D,False,0.0,0.2504,0.255,0.2514,0.2433,0.0139,-0.0126,,stage4_8,cost_l22_deflect
41,1,E,True,1.0,0.2477,0.247,0.2307,0.2746,1.0215,0.0806,,stage4_7,cost_l22_deflect
42,2,A,True,1.121,0.2477,0.2618,0.248,0.2426,0.8015,0.3997,5.957,stage4_7,cost_l22_deflect
43,3,A,True,1.0,0.2625,0.2571,0.2255,0.2548,0.329,0.7039,,stage4_8,cost_l22_deflect
44,0,A,True,1.0,0.26,0.2516,0.2482,0.2402,1.0126,0.0887,,stage4_8,cost_l22_deflect
45,3,D,True,1.0,0.2615,0.2599,0.2247,0.2538,0.2961,0.7335,,stage4_8,cost_l22_deflect
46,0,D,False,-0.3,0.2613,0.248,0.2494,0.2413,-0.3887,0.0498,,stage4_7,cost_l22_deflect
47,3,E,False,0.0,0.264,0.2624,0.2266,0.247,-0.7335,0.6601,,stage4_7,cost_l22_deflect
48,1,E,True,1.0,0.2446,0.2439,0.228,0.2836,0.9194,0.1726,,stage4_7,cost_l22_deflect
49,1,A,True,0.9103,0.2515,0.2417,0.2261,0.2806,0.7377,0.2463,8.848,stage4_7,cost_l22_deflect
50,3,E,True,1.0,0.2628,0.2613,0.2257,0.2502,0.3399,0.6941,,stage4_7,cost_l22_deflect
51,3,D,False,0.0929,0.265,0.2556,0.2273,0.2521,-0.6012,0.634,6.343,stage4_7,cost_l22_deflect
52,2,E,False,0.0,0.2489,0.2631,0.2491,0.2389,-0.3997,0.3597,,stage4_7,cost_l22_deflect
53,0,A,True,1.0,0.2704,0.2449,0.2463,0.2384,0.9502,0.1448,,stage4_8,cost_l22_deflect
54,0,D,False,0.0,0.2709,0.2436,0.2467,0.2388,-0.1448,0.1304,,stage4_8,cost_l22_deflect
55,3,F,True,1.0,0.2638,0.2545,0.2307,0.251,0.366,0.6706,,stage4_8,cost_l22_deflect
56,0,A,True,1.2135,0.2815,0.24,0.2431,0.2354,1.0832,0.2387,4.688,stage4_7,cost_l22_deflect
57,0,E,False,0.0,0.2823,0.2407,0.2437,0.2332,-0.2387,0.2148,,stage4_7,cost_l22_deflect
58,1,D,False,0.1124,0.2519,0.2405,0.2264,0.2812,-0.1339,0.233,6.075,stage4_7,cost_l22_deflect
59,0,A,True,1.2135,0.2921,0.2374,0.2404,0.2301,0.9987,0.3147,4.688,stage4_7,cost_l22_deflect
60,2,E,True,1.0,0.2469,0.261,0.2472,0.2448,0.6403,0.4237,,stage4_7,cost_l22_deflect
61,0,E,False,-0.3,0.2945,0.2389,0.242,0.2246,-0.6147,0.2532,,stage4_7,cost_l22_deflect
62,1,A,False,0.0,0.2498,0.2411,0.227,0.2821,-0.233,0.2097,,stage4_8,cost_l22_deflect
63,3,F,True,1.0,0.2627,0.2535,0.2337,0.2501,0.3294,0.7035,,stage4_8,cost_l22_deflect
64,2,F,True,0.8806,0.2456,0.2595,0.2515,0.2435,0.4569,0.4694,9.255,stage4_7,cost_l22_deflect
65,2,A,True,1.0,0.2505,0.2577,0.2499,0.2419,0.5306,0.5225,,stage4_8,cost_l22_deflect
66,3,A,True,1.0,0.2656,0.2525,0.2328,0.2491,0.2965,0.7332,,stage4_8,cost_l22_deflect
67,0,D,False,0.0,0.2956,0.2366,0.2426,0.2252,-0.2532,0.2279,,stage4_8,cost_l22_deflect
68,0,E,False,-0.3,0.2977,0.2379,0.244,0.2204,-0.5279,0.1751,,stage4_7,cost_l22_deflect
69,2,F,True,1.0,0.249,0.2561,0.2544,0.2405,0.4775,0.5702,,stage4_8,cost_l22_deflect
70,2,E,True,1.0,0.2477,0.2547,0.253,0.2445,0.4298,0.6132,,stage4_7,cost_l22_deflect
71,2,A,False,0.0,0.2421,0.2567,0.2549,0.2463,-0.6132,0.5519,,stage4_8,cost_l22_deflect
72,1,A,False,0.0,0.2478,0.2417,0.2276,0.2829,-0.2097,0.1887,,stage4_8,cost_l22_deflect
73,0,F,False,0.0619,0.2981,0.2382,0.243,0.2207,-0.1132,0.1638,6.768,stage4_7,cost_l22_deflect
74,1,F,False,0.0,0.2483,0.2422,0.2259,0.2836,-0.1887,0.1698,,stage4_8,cost_l22_deflect
75,2,D,True,0.9734,0.2408,0.2607,0.2535,0.245,0.4215,0.594,7.982,stage4_7,cost_l22_deflect
76,2,A,True,1.0,0.2446,0.2594,0.2523,0.2438,0.406,0.6346,,stage4_8,cost_l22_deflect
77,0,A,False,0.0,0.2965,0.2388,0.2435,0.2212,-0.1638,0.1474,,stage4_8,cost_l22_deflect
78,1,D,False,0.0,0.2488,0.2407,0.2263,0.2842,-0.1698,0.1528,,stage4_8,cost_l22_deflect
79,1,F,False,0.0,0.2492,0.2411,0.2249,0.2848,-0.1528,0.1376,,stage4_8,cost_l22_deflect
80,2,F,True,1.0,0.2435,0.2581,0.2557,0.2427,0.3654,0.6712,,stage4_8,cost_l22_deflect
81,3,D,True,0.9577,0.2648,0.2546,0.2322,0.2484,0.2245,0.7556,8.197,stage4_7,cost_l22_deflect
82,3,A,True,1.0,0.2671,0.2538,0.2315,0.2476,0.2444,0.7801,,stage4_8,cost_l22_deflect
83,1,D,False,0.0,0.2496,0.2398,0.2252,0.2853,-0.1376,0.1238,,stage4_8,cost_l22_deflect
84,3,D,True,1.0,0.2663,0.2559,0.2309,0.2469,0.2199,0.8021,,stage4_8,cost_l22_deflect
85,1,A,False,0.0,0.2485,0.2401,0.2255,0.2858,-0.1238,0.1114,,stage4_8,cost_l22_deflect
86,2,F,False,-0.0228,0.2455,0.2605,0.2492,0.2448,-0.6939,0.6018,7.929,stage4_7,cost_l22_deflect
87,1,A,False,0.0,0.2474,0.2405,0.2258,0.2863,-0.1114,0.1003,,stage4_8,cost_l22_deflect
88,2,F,False,0.0502,0.2472,0.2623,0.2441,0.2464,-0.5516,0.5466,6.928,stage4_7,cost_l22_deflect
89,3,D,True,1.0,0.2656,0.2577,0.2304,0.2463,0.1979,0.8219,,stage4_8,cost_l22_deflect
90,1,D,False,0.0,0.2477,0.2395,0.226,0.2867,-0.1003,0.0903,,stage4_8,cost_l22_deflect
91,1,F,False,-0.6146,0.2497,0.2413,0.2197,0.2893,-0.7049,0.0198,16.048,stage4_7,cost_l22_deflect
92,1,A,False,0.0,0.2495,0.2414,0.2198,0.2894,-0.0198,0.0178,,stage4_8,cost_l22_deflect
93,0,D,False,0.0,0.2972,0.2374,0.2439,0.2215,-0.1474,0.1327,,stage4_8,cost_l22_deflect
94,3,A,True,1.0,0.2673,0.2571,0.2298,0.2457,0.1781,0.8397,,stage4_8,cost_l22_deflect
95,2,F,True,1.0,0.2458,0.2608,0.2483,0.2451,0.4534,0.592,,stage4_8,cost_l22_deflect
