step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,1,D,False,-0.4703,0.2515,0.2456,0.2515,0.2515,-0.4703,-0.047,14.068,stage4_7,cost_l22_deflect
2,3,A,True,1.0,0.2595,0.2468,0.2468,0.2468,1.0,0.1,,stage4_8,cost_l22_deflect
3,0,A,False,0.1875,0.2518,0.2494,0.2494,0.2494,0.1875,0.0188,5.045,stage4_7,cost_l22_deflect
4,3,F,True,0.8057,0.2571,0.2447,0.2535,0.2447,0.7057,0.1706,10.282,stage4_7,cost_l22_deflect
5,3,A,True,1.0,0.2651,0.2421,0.2507,0.2421,0.8294,0.2535,,stage4_8,cost_l22_deflect
6,0,D,False,-0.3,0.2528,0.2464,0.2504,0.2504,-0.3188,-0.0131,,stage4_7,cost_l22_deflect
7,0,E,False,0.0,0.2527,0.2464,0.2504,0.2505,0.0131,-0.0118,,stage4_7,cost_l22_deflect
8,3,D,True,1.0,0.2625,0.2491,0.2484,0.24,0.7465,0.3282,,stage4_8,cost_l22_deflect
9,0,E,False,0.0,0.2527,0.2464,0.2503,0.2506,0.0118,-0.0106,,stage4_7,cost_l22_deflect
10,0,A,True,1.0,0.2623,0.2432,0.2471,0.2474,1.0106,0.0904,,stage4_8,cost_l22_deflect
11,0,A,True,1.0,0.2711,0.2404,0.2441,0.2444,0.9096,0.1814,,stage4_8,cost_l22_deflect
12,2,E,True,1.0,0.2468,0.2468,0.2468,0.2595,1.0,0.1,,stage4_7,cost_l22_deflect
13,3,A,True,1.1058,0.27,0.2466,0.2459,0.2376,0.7776,0.4059,6.166,stage4_7,cost_l22_deflect
14,2,D,True,1.0,0.2441,0.2553,0.2441,0.2565,0.9,0.19,,stage4_8,cost_l22_deflect
15,0,D,False,0.1026,0.2713,0.2396,0.2444,0.2447,-0.0788,0.1735,6.21,stage4_7,cost_l22_deflect
16,0,A,False,0.0,0.2697,0.2402,0.2449,0.2452,-0.1735,0.1562,,stage4_8,cost_l22_deflect
17,1,E,False,-0.3,0.2523,0.2464,0.2523,0.2491,-0.253,-0.0723,,stage4_7,cost_l22_deflect
18,0,E,False,-0.3,0.2713,0.2415,0.2463,0.241,-0.4562,0.1105,,stage4_7,cost_l22_deflect
19,3,F,True,1.0,0.2678,0.2448,0.2515,0.2359,0.5941,0.4653,,stage4_8,cost_l22_deflect
20,3,A,True,1.0,0.273,0.243,0.2497,0.2343,0.5347,0.5188,,stage4_8,cost_l22_deflect
