step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,1,F,False,-0.0297,0.2501,0.2501,0.2497,0.2501,-0.0297,-0.003,8.025,stage4_7,cost_l22_deflect
2,1,E,True,1.0,0.2469,0.2469,0.2466,0.2596,1.003,0.0973,,stage4_7,cost_l22_deflect
3,3,A,True,1.1058,0.2605,0.2465,0.2465,0.2465,1.1058,0.1106,6.166,stage4_7,cost_l22_deflect
4,3,D,True,1.0,0.2575,0.2549,0.2438,0.2438,0.8894,0.1995,,stage4_8,cost_l22_deflect
5,2,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_l22_deflect
6,1,F,False,0.0,0.2472,0.2472,0.2456,0.2599,-0.0973,0.0876,,stage4_8,cost_l22_deflect
7,3,F,True,1.0,0.2549,0.2523,0.2513,0.2415,0.8005,0.2796,,stage4_8,cost_l22_deflect
8,1,E,False,0.0,0.2475,0.2475,0.2459,0.2591,-0.0876,0.0788,,stage4_7,cost_l22_deflect
9,1,A,False,0.0,0.2468,0.2477,0.2462,0.2594,-0.0788,0.071,,stage4_8,cost_l22_deflect
10,2,F,True,1.0,0.2468,0.2468,0.2595,0.2468,1.0,0.1,,stage4_8,cost_l22_deflect
11,3,E,False,0.0,0.2558,0.2532,0.2522,0.2389,-0.2796,0.2516,,stage4_7,cost_l22_deflect
12,2,E,False,0.0,0.2471,0.2471,0.2598,0.2459,-0.1,0.09,,stage4_7,cost_l22_deflect
13,0,F,True,0.9899,0.2469,0.2469,0.2594,0.2469,0.9899,0.099,7.755,stage4_7,cost_l22_deflect
14,3,E,True,1.0,0.2534,0.2509,0.2499,0.2459,0.7484,0.3265,,stage4_7,cost_l22_deflect
15,0,D,False,0.0,0.2472,0.2459,0.2597,0.2472,-0.099,0.0891,,stage4_8,cost_l22_deflect
16,0,F,False,0.0,0.2474,0.2462,0.2589,0.2474,-0.0891,0.0802,,stage4_8,cost_l22_deflect
17,3,A,True,1.1058,0.2608,0.2484,0.2474,0.2434,0.7794,0.4044,6.166,stage4_7,cost_l22_deflect
18,2,F,False,0.0,0.2474,0.2474,0.259,0.2462,-0.09,0.081,,stage4_8,cost_l22_deflect
19,1,F,False,-0.0297,0.2471,0.248,0.2452,0.2597,-0.1007,0.0609,8.025,stage4_7,cost_l22_deflect
20,2,D,True,0.9734,0.2447,0.2559,0.256,0.2435,0.8924,0.1702,7.982,stage4_7,cost_l22_deflect
21,2,E,True,1.0,0.2422,0.2532,0.2533,0.2513,0.8298,0.2532,,stage4_7,cost_l22_deflect
22,2,A,False,0.0,0.2399,0.254,0.2541,0.252,-0.2532,0.2279,,stage4_8,cost_l22_deflect
23,3,A,True,1.0,0.2665,0.2464,0.2455,0.2416,0.5956,0.4639,,stage4_8,cost_l22_deflect
24,3,A,True,1.0,0.2717,0.2447,0.2437,0.2399,0.5361,0.5176,,stage4_8,cost_l22_deflect
25,1,E,False,-0.3,0.2482,0.2492,0.2463,0.2563,-0.3609,0.0248,,stage4_7,cost_l22_deflect
26,1,F,False,0.0,0.2483,0.2493,0.2461,0.2564,-0.0248,0.0223,,stage4_8,cost_l22_deflect
27,2,D,True,0.9734,0.2377,0.2611,0.2516,0.2496,0.7455,0.3024,7.982,stage4_7,cost_l22_deflect
28,2,F,True,1.0,0.2357,0.2586,0.2582,0.2474,0.6976,0.3722,,stage4_8,cost_l22_deflect
29,2,D,True,1.0,0.2339,0.2646,0.2561,0.2454,0.6278,0.435,,stage4_8,cost_l22_deflect
30,1,F,False,0.0706,0.2481,0.2491,0.2466,0.2562,0.0483,0.0271,6.649,stage4_7,cost_l22_deflect
31,3,F,False,-0.3,0.2746,0.247,0.2362,0.2422,-0.8176,0.4358,,stage4_7,cost_l22_deflect
32,2,D,True,1.0,0.2322,0.2701,0.2541,0.2436,0.565,0.4915,,stage4_8,cost_l22_deflect
33,0,F,False,0.0,0.2477,0.2465,0.2581,0.2477,-0.0802,0.0722,,stage4_8,cost_l22_deflect
34,2,D,True,1.0,0.2307,0.275,0.2523,0.242,0.5085,0.5423,,stage4_8,cost_l22_deflect
35,0,D,False,0.0,0.2479,0.2458,0.2584,0.2479,-0.0722,0.0649,,stage4_8,cost_l22_deflect
36,3,F,True,0.8057,0.2733,0.246,0.2396,0.2411,0.3699,0.4728,10.282,stage4_7,cost_l22_deflect
37,1,F,False,0.0,0.2482,0.2492,0.2463,0.2563,-0.0271,0.0244,,stage4_8,cost_l22_deflect
38,0,F,False,0.0619,0.2479,0.2458,0.2583,0.2479,-0.003,0.0646,6.768,stage4_7,cost_l22_deflect
39,3,D,True,1.0,0.2713,0.2509,0.2381,0.2396,0.5272,0.5255,,stage4_8,cost_l22_deflect
40,1,E,True,1.0,0.2451,0.246,0.2432,0.2656,0.9756,0.122,,stage4_7,cost_l22_deflect
41,3,D,True,1.0,0.2695,0.2554,0.2368,0.2383,0.4745,0.573,,stage4_8,cost_l22_deflect
42,1,D,False,0.0,0.2454,0.2449,0.2436,0.2661,-0.122,0.1098,,stage4_8,cost_l22_deflect
43,1,E,True,1.0,0.2426,0.242,0.2408,0.2746,0.8902,0.1988,,stage4_7,cost_l22_deflect
44,3,F,True,1.0,0.2681,0.2541,0.2407,0.2371,0.427,0.6157,,stage4_8,cost_l22_deflect
45,1,E,False,0.0,0.2432,0.2427,0.2414,0.2727,-0.1988,0.1789,,stage4_7,cost_l22_deflect
46,0,E,False,-0.3,0.249,0.2469,0.2595,0.2445,-0.3646,0.0282,,stage4_7,cost_l22_deflect
47,1,F,False,-0.0297,0.2438,0.2433,0.2395,0.2735,-0.2086,0.1581,8.025,stage4_7,cost_l22_deflect
48,0,E,False,-0.3,0.25,0.2479,0.2606,0.2415,-0.3282,-0.0046,,stage4_7,cost_l22_deflect
49,1,F,False,0.0,0.2442,0.2437,0.238,0.274,-0.1581,0.1423,,stage4_8,cost_l22_deflect
50,2,E,True,1.0,0.2296,0.2733,0.2509,0.2462,0.4577,0.5881,,stage4_7,cost_l22_deflect
51,1,D,True,0.4755,0.2433,0.2468,0.2371,0.2728,0.3332,0.1756,14.812,stage4_7,cost_l22_deflect
