step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,3,F,True,1.0,0.2468,0.2468,0.2595,0.2468,1.0,0.1,,stage4_8,cost_l22_deflect
2,1,A,False,0.2067,0.2519,0.2494,0.2494,0.2494,0.2067,0.0207,4.782,stage4_7,cost_l22_deflect
3,2,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_l22_deflect
4,0,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_l22_deflect
5,1,F,False,0.0706,0.2518,0.2492,0.2498,0.2492,0.0499,0.0257,6.649,stage4_7,cost_l22_deflect
6,0,A,False,0.1875,0.2518,0.2494,0.2494,0.2494,0.1875,0.0188,5.045,stage4_7,cost_l22_deflect
7,2,A,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_l22_deflect
8,1,D,False,0.1124,0.2515,0.25,0.2496,0.2489,0.0867,0.0343,6.075,stage4_7,cost_l22_deflect
9,0,A,True,1.0,0.2611,0.2463,0.2463,0.2463,0.9812,0.1169,,stage4_8,cost_l22_deflect
10,0,F,False,0.0,0.2615,0.2467,0.2452,0.2467,-0.1169,0.1052,,stage4_8,cost_l22_deflect
11,3,E,True,1.0,0.2441,0.2441,0.2565,0.2553,0.9,0.19,,stage4_7,cost_l22_deflect
12,1,A,True,1.2347,0.263,0.2462,0.2457,0.2451,1.2004,0.1544,4.398,stage4_7,cost_l22_deflect
13,3,F,False,-0.3,0.2456,0.2456,0.2519,0.257,-0.49,0.141,,stage4_7,cost_l22_deflect
14,3,A,True,1.0,0.2537,0.243,0.2492,0.2541,0.859,0.2269,,stage4_8,cost_l22_deflect
15,0,D,False,0.0,0.2618,0.2457,0.2455,0.247,-0.1052,0.0947,,stage4_8,cost_l22_deflect
16,2,D,True,1.0,0.2468,0.2595,0.2468,0.2468,1.0,0.1,,stage4_8,cost_l22_deflect
17,0,D,False,0.1026,0.2618,0.2457,0.2455,0.2469,0.0079,0.0955,6.21,stage4_7,cost_l22_deflect
