step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,2,F,True,1.0,0.2468,0.2468,0.2595,0.2468,1.0,0.1,,stage4_8,cost_l22_deflect
2,1,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_l22_deflect
3,0,A,True,1.0935,0.2604,0.2465,0.2465,0.2465,1.0935,0.1093,6.335,stage4_7,cost_l22_deflect
4,2,F,False,0.0502,0.247,0.247,0.259,0.247,-0.0498,0.095,6.928,stage4_7,cost_l22_deflect
5,1,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_l22_deflect
6,1,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_l22_deflect
7,1,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_l22_deflect
8,0,F,False,0.0,0.2608,0.2469,0.2455,0.2469,-0.1093,0.0984,,stage4_8,cost_l22_deflect
9,1,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_l22_deflect
10,0,F,False,0.0,0.2611,0.2472,0.2446,0.2472,-0.0984,0.0886,,stage4_8,cost_l22_deflect
11,3,D,True,1.0516,0.2467,0.26,0.2467,0.2467,1.0516,0.1052,6.91,stage4_7,cost_l22_deflect
12,1,A,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_l22_deflect
13,1,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_l22_deflect
14,0,A,True,1.0,0.2698,0.2442,0.2417,0.2442,0.9114,0.1797,,stage4_8,cost_l22_deflect
15,3,E,True,1.0,0.244,0.257,0.244,0.2551,0.8948,0.1946,,stage4_7,cost_l22_deflect
16,1,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_l22_deflect
17,2,F,True,1.0,0.2441,0.2441,0.2677,0.2441,0.905,0.1855,,stage4_8,cost_l22_deflect
18,2,D,True,1.0,0.2417,0.2518,0.2648,0.2417,0.8145,0.267,,stage4_8,cost_l22_deflect
