step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,1,A,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,4.782,stage4_7,cost_asr
2,2,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_asr
3,3,E,True,1.0,0.2468,0.2468,0.2468,0.2595,1.0,0.1,,stage4_7,cost_asr
4,0,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
5,1,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,14.068,stage4_7,cost_asr
6,1,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
7,2,F,True,1.0,0.2468,0.2468,0.2595,0.2468,1.0,0.1,,stage4_8,cost_asr
8,3,E,False,0.0,0.2472,0.2472,0.2472,0.2585,-0.1,0.09,,stage4_7,cost_asr
9,1,A,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
10,2,A,False,0.0,0.2459,0.2471,0.2598,0.2471,-0.1,0.09,,stage4_8,cost_asr
11,3,E,True,1.0,0.2442,0.2442,0.2442,0.2673,0.91,0.181,,stage4_7,cost_asr
12,0,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
13,2,E,True,1.0,0.2432,0.2444,0.2568,0.2557,0.91,0.181,,stage4_7,cost_asr
14,1,A,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
15,1,D,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_8,cost_asr
16,0,F,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,8.514,stage4_7,cost_asr
17,3,A,True,1.0,0.2519,0.2418,0.2418,0.2644,0.819,0.2629,,stage4_8,cost_asr
18,2,E,False,0.0,0.2437,0.2449,0.2574,0.254,-0.181,0.1629,,stage4_7,cost_asr
19,1,E,False,0.0,0.25,0.25,0.25,0.25,0.0,0.0,,stage4_7,cost_asr
20,3,A,True,1.0,0.2589,0.2396,0.2396,0.2618,0.7371,0.3366,,stage4_8,cost_asr
21,2,A,True,1.0,0.2516,0.2424,0.2546,0.2514,0.8371,0.2466,8.152,stage4_7,cost_asr
