step,goal_idx,condition,sr_success,reward_total,prob_A,prob_D,prob_F,prob_E,advantage,baseline,l22_think_phase,data_source,variant
1,0,A,False,0.0998,0.2509,0.2497,0.2497,0.2497,0.0998,0.01,5.045,stage4_7,cost_mechanistic
2,1,D,False,0.1,0.2497,0.2509,0.2497,0.2497,0.1,0.01,,stage4_8,cost_mechanistic
3,2,E,False,0.05,0.2498,0.2498,0.2498,0.2505,0.05,0.005,,stage4_7,cost_mechanistic
4,2,E,False,0.05,0.2497,0.2497,0.2497,0.2509,0.045,0.0095,,stage4_7,cost_mechanistic
5,3,D,True,1.1,0.2465,0.2605,0.2465,0.2465,1.1,0.11,,stage4_8,cost_mechanistic
6,1,E,False,-0.25,0.2505,0.2518,0.2505,0.2473,-0.26,-0.016,,stage4_7,cost_mechanistic
7,1,E,False,0.05,0.2503,0.2515,0.2503,0.2479,0.066,-0.0094,,stage4_7,cost_mechanistic
8,1,D,False,0.1,0.2499,0.2526,0.2499,0.2475,0.1094,0.0015,,stage4_8,cost_mechanistic
9,0,A,False,0.1,0.2518,0.2494,0.2494,0.2494,0.09,0.019,,stage4_8,cost_mechanistic
10,0,F,False,0.1,0.2515,0.2492,0.2502,0.2492,0.081,0.0271,,stage4_8,cost_mechanistic
11,3,F,True,1.0999,0.2435,0.2571,0.2559,0.2435,0.9899,0.209,,stage4_8,cost_mechanistic
12,2,E,True,1.05,0.2464,0.2464,0.2464,0.2608,1.0405,0.1135,,stage4_7,cost_mechanistic
13,2,D,False,0.1,0.2464,0.2463,0.2464,0.2608,-0.0135,0.1122,8.379,stage4_7,cost_mechanistic
14,3,E,True,1.05,0.2411,0.2544,0.2532,0.2514,0.841,0.2931,,stage4_7,cost_mechanistic
15,3,D,True,1.1,0.2386,0.2621,0.2505,0.2488,0.8069,0.3738,,stage4_8,cost_mechanistic
16,0,E,False,0.05,0.2515,0.2491,0.2501,0.2494,0.0229,0.0294,,stage4_7,cost_mechanistic
17,2,E,True,1.05,0.2434,0.2433,0.2434,0.2698,0.9378,0.206,,stage4_7,cost_mechanistic
18,2,F,True,1.0997,0.2408,0.2407,0.2518,0.2666,0.8937,0.2953,9.255,stage4_7,cost_mechanistic
19,1,E,False,0.05,0.2498,0.2524,0.2498,0.248,0.0485,0.0064,,stage4_7,cost_mechanistic
20,1,F,False,0.0902,0.2495,0.2522,0.2506,0.2477,0.0839,0.0148,6.649,stage4_7,cost_mechanistic
21,1,E,False,-0.25,0.2503,0.253,0.2514,0.2453,-0.2648,-0.0117,,stage4_7,cost_mechanistic
22,0,A,False,0.1,0.2521,0.2489,0.2499,0.2491,0.0706,0.0364,,stage4_8,cost_mechanistic
23,0,A,False,0.0998,0.2527,0.2487,0.2497,0.2489,0.0634,0.0428,5.045,stage4_7,cost_mechanistic
24,0,A,True,1.1,0.2628,0.2453,0.2463,0.2456,1.0572,0.1485,,stage4_8,cost_mechanistic
25,1,E,False,-0.25,0.2511,0.2537,0.2521,0.2431,-0.2383,-0.0355,,stage4_7,cost_mechanistic
26,0,F,False,0.1,0.263,0.2455,0.2458,0.2457,-0.0485,0.1436,,stage4_8,cost_mechanistic
27,3,F,True,1.0986,0.2366,0.2595,0.2574,0.2465,0.7248,0.4463,10.282,stage4_7,cost_mechanistic
28,0,A,True,1.1,0.2722,0.2424,0.2428,0.2427,0.9564,0.2393,4.688,stage4_7,cost_mechanistic
29,3,E,True,1.05,0.2349,0.2575,0.2554,0.2522,0.6037,0.5066,,stage4_7,cost_mechanistic
30,3,E,True,1.05,0.2334,0.2557,0.2536,0.2574,0.5434,0.561,,stage4_7,cost_mechanistic
31,2,D,True,1.1,0.2386,0.2482,0.2494,0.2639,0.8047,0.3758,6.599,stage4_7,cost_mechanistic
32,1,A,True,1.1,0.2619,0.25,0.2485,0.2396,1.1355,0.078,8.848,stage4_7,cost_mechanistic
33,2,A,True,1.1,0.2453,0.2461,0.2472,0.2614,0.7242,0.4482,,stage4_8,cost_mechanistic
34,1,F,False,0.0902,0.2618,0.25,0.2486,0.2396,0.0122,0.0792,6.649,stage4_7,cost_mechanistic
35,0,E,False,0.05,0.2728,0.2429,0.2433,0.2409,-0.1893,0.2204,,stage4_7,cost_mechanistic
36,2,D,True,1.1,0.2434,0.2522,0.2452,0.2592,0.6518,0.5134,6.599,stage4_7,cost_mechanistic
37,3,F,True,1.0986,0.2319,0.2539,0.2587,0.2555,0.5376,0.6147,10.282,stage4_7,cost_mechanistic
38,3,A,True,1.1,0.2363,0.2524,0.2572,0.2541,0.4853,0.6633,,stage4_8,cost_mechanistic
39,1,E,False,0.05,0.2619,0.2501,0.2487,0.2393,-0.0292,0.0763,,stage4_7,cost_mechanistic
